prices,product id,product description,color,pdp_url,department,sub department,product type
189.00,457751469,Mid-rise shorts with an elasticated waistband. Ruffle trims. Matching lining.,Ecru,https://www.stradivarius.com/ae/ruffled-lace-shorts-l01387668,,,
269.00,457751467,"Low-rise jeans with belt loops. Featuring front pockets, back patch pockets with raised star details, a super wide-leg design and zip fly and metal top button fastening.",MEDIUM BLUE DENIM,https://www.stradivarius.com/ae/lowwaist-wideleg-jeans-with-stars-l04860881,,,
169.00,457751465,Mid-rise mini skort with belt loops. Pleated detail. Detachable contrast belt with metal buckle. Invisible side zip fastening. Shorts-style lining. Matching blazer available ref. 5914/283/010.,Dark blue,https://www.stradivarius.com/ae/smart-striped-mini-skort-with-belt-l04703880,,,
75.00,457419227,Long sleeve T-shirt with a boat neck and gathered detail on the sides. Available in several colours.,"Brown,Ecru,Black,0-526,Purple",https://www.stradivarius.com/ae/long-sleeve-tshirt-with-gathering-l06522887,,,
219.00,457419205,Round neck hoodie with long sleeves with elastic cuffs. Embroidered detail on the chest and back.,Pastel pink,https://www.stradivarius.com/ae/embroidered-hoodie-l06641416,,,
219.00,457419200,Round neck hoodie with long sleeves and elastic cuffs. Print and embroidery on the front.,Grey melange,https://www.stradivarius.com/ae/embroidered-hoodie-l06641417,,,
189.00,457419194,"Round neck sweatshirt featuring long cuffed sleeves with darts, an embroidered front and ribbed trims.",Ecru,https://www.stradivarius.com/ae/embroidered-sweatshirt-with-darts-on-sleeves-l06760593,,,
189.00,457419192,Polo sweatshirt featuring a contrast collar and long sleeves with elastic cuffs. Ribbed trims. Embroidery on the front.,Brown,https://www.stradivarius.com/ae/embroidered-sweatshirt-with-polo-collar-l06640410,,,
75.00,457419170,Basic fitted T-shirt with long sleeves and a round neck. Available in several colours.,"Ecru,Black,Stone,AUBERGINE",https://www.stradivarius.com/ae/long-sleeve-basic-tshirt-l06523875,,,
99.00,457419150,Basic T-shirt with a round neck and long sleeves with flared hem. Available in several colours.,"Ecru,Black,AUBERGINE,0-526",https://www.stradivarius.com/ae/basic-bell-sleeve-tshirt-l06524876,,,
99.00,457293864,,Green,https://www.stradivarius.com/ae/broccoli-beaded-charm-key-ring-l03371911,,,
99.00,457293863,,Gold,https://www.stradivarius.com/ae/star-charm-keyring-l03373911,,,
119.00,457258553,"Mango Tango opens with fresh notes of sea breeze and juicy mango. The heart combines the creaminess of coconut with orange blossom and jasmine, adding an exotic floral touch. The base wraps the fragrance in a warm blend of musk, vanilla, caramel, amber and benzoin. 100 ml.",Ecru,https://www.stradivarius.com/ae/n178-tropical-tango-eau-de-toilette-l03986058,,,
199.00,457258544,"High-waist straight wide-fit jeans with a five-pocket design. Zip fly and metal top button fastening. Rise: High waist, navel Fabric: Vintage look, 100% cotton Fitting: Fitted at the waist, straight-leg design","LIGHT GREY DENIM WASH,Grey,MEDIUM BLUE DENIM,RINSE BLUE DENIM,Purple,Dark blue,Burgundy",https://www.stradivarius.com/ae/d92-straight-wideleg-jeans-l04891547,,,
199.00,457116453,Mid-rise jeans with belt loops. Front pockets and back patch pockets. Matching detachable belt with metal buckle. Tailored fit to the knee and slightly flared hems.,LIGHT GREY DENIM WASH,https://www.stradivarius.com/ae/d68-bootcut-fit-jeans-with-belt-l04868867,,,
119.00,456636077,100ml.,Pastel yellow,https://www.stradivarius.com/ae/n031-vanilla-woods-elixir-parfum-l00967058,,,
119.00,456636076,100ml.,Pastel yellow,https://www.stradivarius.com/ae/n121-radiance-vanilla-elixir-parfum-l00968058,,,
119.00,456636075,100ml.,Pastel yellow,https://www.stradivarius.com/ae/n120-rose-vanilla-elixir-parfum-l00966058,,,
169.00,456636064,Available in several colours.,"Black,Burgundy",https://www.stradivarius.com/ae/shoulder-bag-with-buckle-l03671901,,,
149.00,456302257,Mid-rise mini skort with an elastic waistband and contrast ribbed knit fabric. Box pleat detail and false flap pockets on the front. Shorts-style lining.,Brown,https://www.stradivarius.com/ae/check-box-pleat-mini-skort-l04706258,,,
219.00,456302218,High-waist jeans with belt loops. Back patch pockets. Seam detail on the front. Frayed hems. Front zip and button fastening.,"RINSE BLUE DENIM,BLACK DENIM WASHED EFFECT ,Green",https://www.stradivarius.com/ae/d63-wideleg-jeans-with-seams-l01463426,,,
219.00,456302213,Mid-rise midi skirt with box pleats. Invisible side zip fastening. Available in several colours.,"Burgundy,Black",https://www.stradivarius.com/ae/midi-skirt-with-box-pleats-l04665628,,,
99.00,456302192,,Red,https://www.stradivarius.com/ae/set-of-3-yummy-popcorn-badges-l03351908,,,
75.00,456179000,,Black,https://www.stradivarius.com/ae/set-of-5-contrast-duck-badges-l03362908,,,
75.00,456178999,,Brown,https://www.stradivarius.com/ae/set-of-2-pairs-of-bear-and-star-earrings-l03367905,,,
75.00,456178998,,Pink,https://www.stradivarius.com/ae/set-of-5-contrast-90s-badges-l03368911,,,
75.00,456178997,,Pink,https://www.stradivarius.com/ae/set-of-5-contrast-kitten-badges-l03369911,,,
75.00,456178995,,Gold,https://www.stradivarius.com/ae/set-of-3-bunny-and-star-necklaces-l03357904,,,
65.00,456178968,Available in several colours.,"Brown,Khaki,Mauve",https://www.stradivarius.com/ae/zipped-faux-suede-card-holder-purse-l00594914,,,
189.00,456144507,"Mid-rise trousers in a straight, wide-leg design made of a modal blend fabric with a very soft feel. Features an elasticated waistband with adjustable matching drawstrings, side pockets and a seam detail on the front. Available in several colours.","Black,Stone,Brown,Pink,Grey melange",https://www.stradivarius.com/ae/softtouch-wideleg-trousers-with-seam-detail-l04512257,,,
99.00,456144503,,Gold,https://www.stradivarius.com/ae/set-of-4-heart-badges-l03344911,,,
75.00,456144502,,Gold,https://www.stradivarius.com/ae/set-of-2-heart-and-star-badges-l03347911,,,
59.00,456006363,,Gold,https://www.stradivarius.com/ae/star-earrings-l03363905,,,
75.00,456006362,,Brown,https://www.stradivarius.com/ae/set-of-2-bear-and-star-rings-l03364906,,,
75.00,456006361,,Brown,https://www.stradivarius.com/ae/deer-ring-l03365906,,,
75.00,456006360,,Gold,https://www.stradivarius.com/ae/set-of-3-teddy-bear-necklaces-l03366904,,,
99.00,456006357,,Gold,https://www.stradivarius.com/ae/set-of-3-contrast-sweet-badges-l03352908,,,
149.00,456006356,"Loose-fitting collared shirt featuring long sleeves with buttoned cuffs, an asymmetric hem and a button-up front. Available in assorted colours.","Black,Sky blue",https://www.stradivarius.com/ae/long-striped-poplin-shirt-l06003537,,,
75.00,456006354,,Gold,https://www.stradivarius.com/ae/set-of-2-pairs-of-bunny-earrings-l03358905,,,
75.00,456006353,,Brown,https://www.stradivarius.com/ae/bunny-charm-keyring-l03360908,,,
59.00,456006352,,Brown,https://www.stradivarius.com/ae/bunny-earrings-l03361905,,,
75.00,456006351,,Gold,https://www.stradivarius.com/ae/set-of-2-pin-and-charm-badges-l03349911,,,
99.00,456006350,,Red,https://www.stradivarius.com/ae/set-of-5-contrast-bear-badges-l03350911,,,
99.00,455968589,,Ecru,https://www.stradivarius.com/ae/set-of-3-floral-hair-clips-l03255908,,,
189.00,455968584,,Black,https://www.stradivarius.com/ae/studded-shoulder-bag-l03672901,,,
169.00,455968573,Loose-fitting collared shirt made of satin fabric. Long sleeves with buttoned cuffs. Button-up front hidden by a placket. Available in several colours.,"Ecru,Navy blue,Purple",https://www.stradivarius.com/ae/basic-satin-shirt-l06005800,,,
189.00,455847565,"Flowing high-waist trousers with an adjustable waistband and buttoned tabs. Front darts, side pockets and false back welt pockets. Wide-leg design. Front metal hook, inside button and zip fastening.",Dark blue,https://www.stradivarius.com/ae/super-wideleg-adjustable-trousers-l04536650,,,
65.00,455816076,,"Brown,Mauve",https://www.stradivarius.com/ae/card-holder-with-beading-l03781901,,,
129.00,455816069,"Fitted sleeveless top made of textured stretch fabric, featuring a round neck, fitted waist, loose ruffled hem and side in-seam zip fastening.",Grey melange,https://www.stradivarius.com/ae/striped-sleeveless-peplum-top-l06047752,,,
189.00,455642369,,Black,https://www.stradivarius.com/ae/studded-shoulder-bag-with-strap-l03668901,,,
149.00,455642366,Midrise trousers with elasticated waistband featuring cuffed elasticated hems and contrast piped detail on the sides.,"Black,Grey melange,Ecru",https://www.stradivarius.com/ae/joggers-with-piping-l08306100,,,
299.00,455642350,"Mid-rise midi skirt made of technical polyamide fabric with elastane. Featuring an elasticated waistband, a crossover detail on the front, a slight slit at the hem and side patch pockets. Loose-fitting drape. Available in assorted colours.","Ecru,Navy blue",https://www.stradivarius.com/ae/loosefitting-midi-skirt-with-pockets-l04734588,,,
169.00,455321733,Loose-fitting collared shirt made of satin fabric. Long sleeves with buttoned cuffs. Button-up front hidden by a placket.,Dark blue,https://www.stradivarius.com/ae/basic-striped-satin-shirt-l06005801,,,
149.00,455321728,Fitted knit sweater with a boat neck and long sleeves. Seamless trims. Available in several colours.,"Ecru,Grey melange",https://www.stradivarius.com/ae/fitted-boat-neck-sweater-l08535605,,,
75.00,455321726,,Brown,https://www.stradivarius.com/ae/tortoiseshell-rectangular-sunglasses-l03870903,,,
75.00,455321333,,Blue,https://www.stradivarius.com/ae/rectangular-frameless-sunglasses-l03871903,,,
219.00,455321247,"Hoodie made of a modal blend fabric for a very soft feel. Hood, long sleeves with elastic cuffs and side pockets. Adjustable hem with drawstrings and stoppers with puff trims. Available in several colours.","Black,Dark grey,Stone",https://www.stradivarius.com/ae/softtouch-puff-hoodie-l06509690,,,
