Product_name,Selling_price,Price_was,Currency,Pdp_ur,Percentage_discount,Product_description,Unique_id,Product_sku,Brand,Rating,Review,Color,Model_number,Depth,Height,Width,Weight,Image_url,Breadcrumbs,Amperage,Category,Appliance_series,Appliance_type,Energy_consumption,Tier_rating,Handle_type
"27 cu. ft. French Door Refrigerator in Fingerprint Resistant Stainless with Internal Dispenser, ENERGY STAR","1,398","$2,599.00",$,https://www.homedepot.com/p/GE-27-cu-ft-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-with-Internal-Dispenser-ENERGY-STAR-GNE27JYMFS/320243591,46%,"At GE Appliances, we bring good things to life, by designing and building the world's best appliances. Our goal is to help people improve their lives at home by providing quality appliances that were made for real life. Whether it's enjoying the tradition of making meals from scratch or tackling a mountain of muddy jeans and soccer jerseys, GE Appliances are crafted to support any and every task in the home.",320243591,1007730316,GE,4.5,12765,Gray,GNE27JYMFS,33.375 in,69.875 in,35.75 in,308 lb,"['https://images.thdstatic.com/productImages/ca71dd30-d7f9-4b12-95a6-4be3c1341e2b/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-gne27jymfs-64_100.jpg', 'https://images.thdstatic.com/productImages/8d3b771f-3124-4e3f-8b2d-09766db82574/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-gne27jymfs-e1_100.jpg', 'https://images.thdstatic.com/productImages/d02600db-4ab8-46aa-9fd1-886ed61916b7/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-gne27jymfs-40_100.jpg', 'https://images.thdstatic.com/productImages/36c0924a-f92e-4d61-9eca-da93cd18930f/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-gne27jymfs-a0_100.jpg', 'https://images.thdstatic.com/productImages/9597a089-6b20-41fc-9386-4158008c7185/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-gne27jymfs-1d_100.jpg', 'https://images.thdstatic.com/productImages/ccc76e00-2c86-4c8f-91f8-d8e3640f7225/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-gne27jymfs-66_100.jpg', 'https://images.thdstatic.com/productImages/cef4518c-d2d9-42d6-8b3b-0ec4fab84ddd/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-gne27jymfs-c3_100.jpg', 'https://images.thdstatic.com/productImages/76835fcb-626f-4558-82ea-befc9fc10c14/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-gne27jymfs-4f_100.jpg', 'https://images.thdstatic.com/productImages/6a632553-3855-49e3-a510-8bbdefb7fc85/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-gne27jymfs-1f_100.jpg', 'https://images.thdstatic.com/productImages/0674b531-2a4d-4408-8486-15feed80b1d2/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-gne27jymfs-44_100.jpg', 'https://images.thdstatic.com/productImages/406047bf-2f7b-4954-b340-8fda7ad3cc31/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-gne27jymfs-fa_100.jpg', 'https://images.thdstatic.com/productImages/46159f26-f8c0-4087-a3e9-062614f82a9f/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-gne27jymfs-76_100.jpg', 'https://images.thdstatic.com/productImages/2b401aec-6a63-4509-9069-1261b321bc3d/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-gne27jymfs-d4_100.jpg', 'https://images.thdstatic.com/productImages/75dddb71-f321-4b1a-83c0-785770dd24d0/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-gne27jymfs-31_100.jpg']","['Appliances', 'Refrigerators', 'French Door Refrigerators']",,Refrigerator,Not Applicable,French Door Refrigerator,633,Not CEE rated,Bar Handle
Profile 27.9 cu. ft. Smart 4-Door French Door Refrigerator with Door-in-Door in Fingerprint Resistant Stainless Steel,"2,498","$4,399.00",$,https://www.homedepot.com/p/GE-Profile-27-9-cu-ft-Smart-4-Door-French-Door-Refrigerator-with-Door-in-Door-in-Fingerprint-Resistant-Stainless-Steel-PVD28BYNFS/311411352,43%,Built on the belief that modern life needs modern solutions. GE Profile Appliances are designed to make daily life simpler by incorporating Smart Home technology and cutting-edge features in every appliance. GE Profile's sleek design and quality engineering will give your kitchen the most up-to-date look and the best innovative performance you've been looking for.,311411352,1004856870,GE,4.5,10408,Gray,PVD28BYNFS,34.25 in,70 in,35.625 in,390 lb,"['https://images.thdstatic.com/productImages/c8fb081d-488c-4ef0-96a9-764724ec5745/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-pvd28bynfs-64_100.jpg', 'https://images.thdstatic.com/productImages/ba41e327-4041-4fb5-b205-4b71c76281c1/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-pvd28bynfs-e1_100.jpg', 'https://images.thdstatic.com/productImages/8de3b2f3-f21b-4e15-a616-788b90fc01e0/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-pvd28bynfs-40_100.jpg', 'https://images.thdstatic.com/productImages/18cca13d-312f-4b59-8839-f3d35b298f6e/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-pvd28bynfs-a0_100.jpg', 'https://images.thdstatic.com/productImages/1ea648bb-cc1f-4174-b821-7456457abf65/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-pvd28bynfs-1d_100.jpg', 'https://images.thdstatic.com/productImages/36c3cfdb-ab66-4f13-853b-32734909ff91/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-pvd28bynfs-66_100.jpg', 'https://images.thdstatic.com/productImages/474af055-7fad-4bcf-beb1-76b45ed5c76d/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-pvd28bynfs-77_100.jpg', 'https://images.thdstatic.com/productImages/9cde9b4a-6c1d-4e78-9eba-f4c2a5e66057/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-pvd28bynfs-c3_100.jpg', 'https://images.thdstatic.com/productImages/d0171908-8e25-4fb0-899b-a5a8a05bb3cd/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-pvd28bynfs-4f_100.jpg', 'https://images.thdstatic.com/productImages/86018783-064a-4766-ab83-e258dc0a83be/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-pvd28bynfs-1f_100.jpg', 'https://images.thdstatic.com/productImages/5feb2fde-65a1-4eb1-99eb-c89a61764f53/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-pvd28bynfs-44_100.jpg', 'https://images.thdstatic.com/productImages/5664fa41-207b-468a-9c4a-73961d0c14f0/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-pvd28bynfs-fa_100.jpg', 'https://images.thdstatic.com/productImages/73f5b56a-a7f1-49a9-988e-d6b9af12651a/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-pvd28bynfs-76_100.jpg', 'https://images.thdstatic.com/productImages/d5fec682-25d8-48ab-aa38-9a6b3bbe441b/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-pvd28bynfs-d4_100.jpg', 'https://images.thdstatic.com/productImages/ab521160-7eb2-43e8-ad4b-a82378171370/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-pvd28bynfs-31_100.jpg', 'https://images.thdstatic.com/productImages/319b29ca-b89d-4e8f-b40f-5b9d28b09adb/svn/fingerprint-resistant-stainless-steel-ge-french-door-refrigerators-pvd28bynfs-fa_100.jpg']","['Appliances', 'Refrigerators', 'French Door Refrigerators']",,Refrigerator,GE Profile,French Door Refrigerator,722,Not CEE rated,Bar Handle
28 cu. ft. 3 Door French Door Refrigerator with Ice and Water Dispenser and Craft Ice in PrintProof Stainless Steel,"1,798","$3,099.00",$,https://www.homedepot.com/p/LG-28-cu-ft-3-Door-French-Door-Refrigerator-with-Ice-and-Water-Dispenser-and-Craft-Ice-in-PrintProof-Stainless-Steel-LHFS28XBS/325158253,42%,"With 27.7 cubic feet, you receive ample space to become more organized. You also get LG's innovations like the PrintProof easy-care finish LG's Smart ThinQ Technology, letting you control key refrigerator features from anywhere, at any time, right from your smartphone. Dual ice makers with Craft Ice automatically create crushed, cubed and LG's exclusive slow-melting round ice for upscale, craft drinks at home-without the work. Aesthetics and functionality come together in perfect harmony with this French-Door refrigerator.",325158253,1009758722,LG,4.1,807,Stainless,LHFS28XBS,33.75 in,69.75 in,35.75 in,265 lb,"['https://images.thdstatic.com/productImages/b6e216d9-5d97-4a3a-91f2-5a9e64b3f380/svn/printproof-stainless-steel-lg-french-door-refrigerators-lhfs28xbs-64_100.jpg', 'https://images.thdstatic.com/productImages/b6d46040-29f1-4ac2-8531-189054212bdb/svn/printproof-stainless-steel-lg-french-door-refrigerators-lhfs28xbs-e1_100.jpg', 'https://images.thdstatic.com/productImages/62ec2f14-0ce3-49b1-84ac-fa091b7b6c30/svn/printproof-stainless-steel-lg-french-door-refrigerators-lhfs28xbs-40_100.jpg', 'https://images.thdstatic.com/productImages/78c8e8b6-10c8-46dd-99e6-01a712994fef/svn/printproof-stainless-steel-lg-french-door-refrigerators-lhfs28xbs-a0_100.jpg', 'https://images.thdstatic.com/productImages/f4de4a0b-f5e9-4a7b-a195-04e0ef0f40e2/svn/printproof-stainless-steel-lg-french-door-refrigerators-lhfs28xbs-66_100.jpg', 'https://images.thdstatic.com/productImages/6b73fbdb-c379-449c-bac4-61a908057644/svn/printproof-stainless-steel-lg-french-door-refrigerators-lhfs28xbs-77_100.jpg', 'https://images.thdstatic.com/productImages/cd08539a-f225-4d02-9f9f-c35b724047f0/svn/printproof-stainless-steel-lg-french-door-refrigerators-lhfs28xbs-c3_100.jpg', 'https://images.thdstatic.com/productImages/80b5cffc-e1bf-423f-8706-9f9b1acd9c8a/svn/printproof-stainless-steel-lg-french-door-refrigerators-lhfs28xbs-4f_100.jpg', 'https://images.thdstatic.com/productImages/1bcf35e2-0800-477b-9fa7-358faa7833f3/svn/printproof-stainless-steel-lg-french-door-refrigerators-lhfs28xbs-1f_100.jpg', 'https://images.thdstatic.com/productImages/cce1547a-e206-491c-ae2d-a8f22ac99a6b/svn/printproof-stainless-steel-lg-french-door-refrigerators-lhfs28xbs-44_100.jpg', 'https://images.thdstatic.com/productImages/94786ac3-1352-4351-af96-f6e0c5a16cf2/svn/printproof-stainless-steel-lg-french-door-refrigerators-lhfs28xbs-fa_100.jpg', 'https://images.thdstatic.com/productImages/e168fee6-892b-4926-98ee-fad9e5acc6c1/svn/printproof-stainless-steel-lg-french-door-refrigerators-lhfs28xbs-d4_100.jpg', 'https://images.thdstatic.com/productImages/56c1fa57-a5dd-4ad9-b755-8ff548fbfa8f/svn/printproof-stainless-steel-lg-french-door-refrigerators-lhfs28xbs-31_100.jpg']","['Appliances', 'Refrigerators', 'French Door Refrigerators']",,Refrigerator,Not Applicable,French Door Refrigerator,726,Tier I,Bar Handle
31.5 in. 18 cu. ft. Counter Depth French Door Refrigerator in Fingerprint-Resistant Stainless Look,"1,298","$1,999.00",$,https://www.homedepot.com/p/Frigidaire-31-5-in-18-cu-ft-Counter-Depth-French-Door-Refrigerator-in-Fingerprint-Resistant-Stainless-Look-FRFG1723AV/318840093,35%,"This 31.5 in. Frigidaire French door refrigerator helps keep fruits and vegetables fresh for longer with our CrispSeal crispers, which block out dry air from entering your crisper. Also find a place for all your favorites with our gallon door bin storage, edge to edge glass shelves and a 3 tier freezer storage. ENERGY STAR Certified.",318840093,1007699829,Frigidaire,4.7,6569,Stainless Look,FRFG1723AV,29.1 in,67.9 in,31.5 in,220 lb,"['https://images.thdstatic.com/productImages/f89014e6-f8ae-4acf-927a-461f3f5bfd47/svn/fingerprint-resistant-stainless-look-frigidaire-french-door-refrigerators-frfg1723av-64_100.jpg', 'https://images.thdstatic.com/productImages/c9d9d213-ebdc-470b-aa25-3ad0a9c7080f/svn/fingerprint-resistant-stainless-look-frigidaire-french-door-refrigerators-frfg1723av-e1_100.jpg', 'https://images.thdstatic.com/productImages/4e038a5f-da3b-4c0a-8d8c-36e55a449f79/svn/fingerprint-resistant-stainless-look-frigidaire-french-door-refrigerators-frfg1723av-40_100.jpg', 'https://images.thdstatic.com/productImages/42cbd833-95ed-458b-98a2-5fcaf6a27709/svn/fingerprint-resistant-stainless-look-frigidaire-french-door-refrigerators-frfg1723av-a0_100.jpg', 'https://images.thdstatic.com/productImages/31ef92bc-2069-4ba8-bb3c-cbf35a77ac37/svn/fingerprint-resistant-stainless-look-frigidaire-french-door-refrigerators-frfg1723av-1d_100.jpg', 'https://images.thdstatic.com/productImages/e0022625-c54a-4a3e-bc61-24f455f9fb72/svn/fingerprint-resistant-stainless-look-frigidaire-french-door-refrigerators-frfg1723av-66_100.jpg', 'https://images.thdstatic.com/productImages/57ed8496-4c8a-479c-9383-77bf281d87bd/svn/fingerprint-resistant-stainless-look-frigidaire-french-door-refrigerators-frfg1723av-77_100.jpg', 'https://images.thdstatic.com/productImages/041913ae-614f-4b79-b2d0-4791c327a7e1/svn/fingerprint-resistant-stainless-look-frigidaire-french-door-refrigerators-frfg1723av-c3_100.jpg', 'https://images.thdstatic.com/productImages/9db87b6c-a839-4bd1-a2b7-f4cdcd2dc934/svn/fingerprint-resistant-stainless-look-frigidaire-french-door-refrigerators-frfg1723av-4f_100.jpg', 'https://images.thdstatic.com/productImages/5bcfe463-72d4-4efb-bc2c-72fb285f6e0c/svn/fingerprint-resistant-stainless-look-frigidaire-french-door-refrigerators-frfg1723av-1f_100.jpg', 'https://images.thdstatic.com/productImages/d69fbfbe-b45f-468d-abec-1e96db26d790/svn/fingerprint-resistant-stainless-look-frigidaire-french-door-refrigerators-frfg1723av-44_100.jpg', 'https://images.thdstatic.com/productImages/5310145d-e2a5-4b20-bffb-984743086205/svn/fingerprint-resistant-stainless-look-frigidaire-french-door-refrigerators-frfg1723av-fa_100.jpg', 'https://images.thdstatic.com/productImages/1d796bfb-e9ad-4500-9a52-1aebeade0478/svn/fingerprint-resistant-stainless-look-frigidaire-french-door-refrigerators-frfg1723av-76_100.jpg', 'https://images.thdstatic.com/productImages/97e77e78-18c5-4b37-ab11-dbf5e9ecf08c/svn/fingerprint-resistant-stainless-look-frigidaire-french-door-refrigerators-frfg1723av-d4_100.jpg', 'https://images.thdstatic.com/productImages/aded33e1-5c67-49de-8c11-0df80f9e1920/svn/fingerprint-resistant-stainless-look-frigidaire-french-door-refrigerators-frfg1723av-31_100.jpg']","['Appliances', 'Refrigerators', 'French Door Refrigerators']",,Refrigerator,Not Applicable,French Door Refrigerator,484,Not CEE rated,Bar Handle
28 cu. ft. 4-Door French Door Smart Refrigerator with Ice and Water Dispenser in PrintProof Stainless Steel,"1,798","$3,499.00",$,https://www.homedepot.com/p/LG-28-cu-ft-4-Door-French-Door-Smart-Refrigerator-with-Ice-and-Water-Dispenser-in-PrintProof-Stainless-Steel-LMXS28626S/302253240,49%,"This extra-large spacious French Door Refrigerator from LG features 27.8 cu. ft. of space has double freezer drawers and is ultra-accommodating for all your storage space needs. Boasting a stylish stainless steel finish that is sure to complement your kitchen decor, this refrigerator features a deluxe, extra tall ice and water dispenser that accommodates both pint glasses and pitchers. The Smart Cooling system inside keeps conditions favorable and cool for all of your foods and beverages. With adjustable door bins, split shelves and spacious compartments and drawers, you'll soon see why this refrigerator is a must-have for every household.",302253240,1002753595,LG,4,3835,Stainless,LMXS28626S,33.75 in,69.75 in,35.75 in,322 lb,"['https://images.thdstatic.com/productImages/9ddf338e-202a-4cd1-9a9f-0c106a5dce23/svn/printproof-stainless-steel-lg-french-door-refrigerators-lmxs28626s-64_100.jpg', 'https://images.thdstatic.com/productImages/b6d46040-29f1-4ac2-8531-189054212bdb/svn/printproof-stainless-steel-lg-french-door-refrigerators-lmxs28626s-e1_100.jpg', 'https://images.thdstatic.com/productImages/7c1db6a5-1e9d-438a-ba88-ad824e48d1ce/svn/printproof-stainless-steel-lg-french-door-refrigerators-lmxs28626s-40_100.jpg', 'https://images.thdstatic.com/productImages/ca20f0ee-3b77-4c0d-9793-5aac5b2113fe/svn/printproof-stainless-steel-lg-french-door-refrigerators-lmxs28626s-a0_100.jpg', 'https://images.thdstatic.com/productImages/4a5b047c-fd37-405c-af8a-6672ec3f9217/svn/printproof-stainless-steel-lg-french-door-refrigerators-lmxs28626s-1d_100.jpg', 'https://images.thdstatic.com/productImages/ac839d81-4ae9-41e6-a3be-07fc44faabab/svn/printproof-stainless-steel-lg-french-door-refrigerators-lmxs28626s-66_100.jpg', 'https://images.thdstatic.com/productImages/d7b56a33-fa56-48b5-87d1-55ad3230f681/svn/printproof-stainless-steel-lg-french-door-refrigerators-lmxs28626s-c3_100.jpg', 'https://images.thdstatic.com/productImages/b4a4d987-cf78-4a0c-9ada-24d027c81fc4/svn/printproof-stainless-steel-lg-french-door-refrigerators-lmxs28626s-4f_100.jpg', 'https://images.thdstatic.com/productImages/440b8139-51aa-4f7e-9708-88be84558d74/svn/printproof-stainless-steel-lg-french-door-refrigerators-lmxs28626s-1f_100.jpg', 'https://images.thdstatic.com/productImages/f7bb1f05-115a-4617-8194-c4b9a4d9d756/svn/printproof-stainless-steel-lg-french-door-refrigerators-lmxs28626s-44_100.jpg', 'https://images.thdstatic.com/productImages/9279505a-9591-4b9f-9d26-95a007c07a16/svn/printproof-stainless-steel-lg-french-door-refrigerators-lmxs28626s-fa_100.jpg', 'https://images.thdstatic.com/productImages/c5baad33-4975-441e-8a92-afde40063355/svn/printproof-stainless-steel-lg-french-door-refrigerators-lmxs28626s-76_100.jpg', 'https://images.thdstatic.com/productImages/40fc39bb-deef-411b-99c7-26374801645e/svn/printproof-stainless-steel-lg-french-door-refrigerators-lmxs28626s-31_100.jpg']","['Appliances', 'Refrigerators', 'French Door Refrigerators']",,Refrigerator,Not Applicable,French Door Refrigerator,724,Not CEE rated,Bar Handle
27 cu. ft. Smart Counter-Depth MAX French Door Refrigerator with Internal Water Dispenser in PrintProof Stainless Steel,"1,798","$3,199.00",$,https://www.homedepot.com/p/LG-27-cu-ft-Smart-Counter-Depth-MAX-French-Door-Refrigerator-with-Internal-Water-Dispenser-in-PrintProof-Stainless-Steel-LRFLC2706S/322038211,44%,"Store all your groceries with ease with this extra-large capacity 27 cu. ft. Smart French Door Refrigerator. Only LG offers the capacity you typically get in a standard-depth refrigerator packaged in a sleek, counter-depth design so you don't need to compromise a thing. The convenient internal dispenser offers easy access to filtered water while providing sleek, minimalist doors with no visible dispenser. This fridge also includes an ice maker, crisper drawers and a full-length Glide N' Serve drawer.",322038211,1008480223,LG,4.4,1188,Stainless,LRFLC2706S,29.25 in,70.25 in,35.75 in,322 lb,"['https://images.thdstatic.com/productImages/24030d61-3015-47c1-86d1-dc9a9140a062/svn/printproof-stainless-steel-lg-french-door-refrigerators-lrflc2706s-64_100.jpg', 'https://images.thdstatic.com/productImages/b6d46040-29f1-4ac2-8531-189054212bdb/svn/printproof-stainless-steel-lg-french-door-refrigerators-lrflc2706s-e1_100.jpg', 'https://images.thdstatic.com/productImages/b14117a5-aa06-4fca-98f9-380eede969e4/svn/printproof-stainless-steel-lg-french-door-refrigerators-lrflc2706s-40_100.jpg', 'https://images.thdstatic.com/productImages/d90a3d71-b20c-4b60-a6b8-ecaf922974fa/svn/printproof-stainless-steel-lg-french-door-refrigerators-lrflc2706s-a0_100.jpg', 'https://images.thdstatic.com/productImages/4491c203-41d5-478b-bc25-f1430910f232/svn/printproof-stainless-steel-lg-french-door-refrigerators-lrflc2706s-1d_100.jpg', 'https://images.thdstatic.com/productImages/634212db-c29d-430e-a452-21805f39f0cf/svn/printproof-stainless-steel-lg-french-door-refrigerators-lrflc2706s-77_100.jpg', 'https://images.thdstatic.com/productImages/9da674f3-3b19-4d5e-8dc0-faadf288778b/svn/printproof-stainless-steel-lg-french-door-refrigerators-lrflc2706s-c3_100.jpg', 'https://images.thdstatic.com/productImages/3aea0cc2-6d42-4909-a5e2-0aa003513e21/svn/printproof-stainless-steel-lg-french-door-refrigerators-lrflc2706s-4f_100.jpg', 'https://images.thdstatic.com/productImages/b9df23c5-864e-4f78-8b3c-7c5c7f5416b2/svn/printproof-stainless-steel-lg-french-door-refrigerators-lrflc2706s-1f_100.jpg', 'https://images.thdstatic.com/productImages/cbe7546f-0113-4331-bbb1-e05a29162085/svn/printproof-stainless-steel-lg-french-door-refrigerators-lrflc2706s-44_100.jpg', 'https://images.thdstatic.com/productImages/99f10583-e0a2-4a2c-8c80-8d8e73596809/svn/printproof-stainless-steel-lg-french-door-refrigerators-lrflc2706s-fa_100.jpg', 'https://images.thdstatic.com/productImages/c2d88d34-ad6e-4a13-b2b9-d5c678db0dff/svn/printproof-stainless-steel-lg-french-door-refrigerators-lrflc2706s-76_100.jpg', 'https://images.thdstatic.com/productImages/0e6bf113-b1ec-43ac-b667-e955f81a53ed/svn/printproof-stainless-steel-lg-french-door-refrigerators-lrflc2706s-31_100.jpg', 'https://images.thdstatic.com/productImages/bb5dffcc-a12a-4688-a2de-9dc58e1a2e47/svn/printproof-stainless-steel-lg-french-door-refrigerators-lrflc2706s-fa_100.jpg']","['Appliances', 'Refrigerators', 'French Door Refrigerators']",,Refrigerator,Not Applicable,French Door Refrigerator,632,Tier I,Bar Handle
24 cu. ft. Counter Depth MAX Zero Clearance 3-Door French Door Refrigerator with Craft Ice in PrintProof Stainless Steel,"2,198","$3,899.00",$,https://www.homedepot.com/p/LG-24-cu-ft-Counter-Depth-MAX-Zero-Clearance-3-Door-French-Door-Refrigerator-with-Craft-Ice-in-PrintProof-Stainless-Steel-LF24Z6530S/331940343,44%,"LG's first-ever Counter-Depth MAX refrigerator with Zero Clearance Hinge System and thin door design brings the ultimate built-in look to your kitchen-without the built-in price. Now, you can install it near flush and still fully open both French doors with virtually no extra clearance needed1, even next to a wall or surrounding cabinetry. The 24 cu. ft. capacity-our largest available zero clearance French door-provides ample storage space. Dual ice maker featuring LG's exclusive slow-melting Craft Ice will take your entertaining to the next level.",331940343,1012708601,LG,4.7,156,Stainless,LF24Z6530S,27.5 in,70.25 in,35.75 in,261 lb,"['https://images.thdstatic.com/productImages/c09eda0c-e1c7-407a-9b9f-6b09a850425b/svn/printproof-stainless-steel-lg-french-door-refrigerators-lf24z6530s-64_100.jpg', 'https://images.thdstatic.com/productImages/b6d46040-29f1-4ac2-8531-189054212bdb/svn/printproof-stainless-steel-lg-french-door-refrigerators-lf24z6530s-e1_100.jpg', 'https://images.thdstatic.com/productImages/d2a5428c-5cbe-4d54-b8d7-3ad75f9c17f0/svn/printproof-stainless-steel-lg-french-door-refrigerators-lf24z6530s-40_100.jpg', 'https://images.thdstatic.com/productImages/d5e3f195-80fb-4245-8b39-5640bbccf087/svn/printproof-stainless-steel-lg-french-door-refrigerators-lf24z6530s-a0_100.jpg', 'https://images.thdstatic.com/productImages/96b0ea68-4023-46c7-bdf2-82f303b3f9f2/svn/printproof-stainless-steel-lg-french-door-refrigerators-lf24z6530s-1d_100.jpg', 'https://images.thdstatic.com/productImages/8ae46f4e-2b5d-4e86-a089-805c398665a3/svn/printproof-stainless-steel-lg-french-door-refrigerators-lf24z6530s-66_100.jpg', 'https://images.thdstatic.com/productImages/0f1b7e9d-89fc-497f-a5b4-8773bd312f43/svn/printproof-stainless-steel-lg-french-door-refrigerators-lf24z6530s-77_100.jpg', 'https://images.thdstatic.com/productImages/bf9a9197-f8ad-439d-944d-e44d920477e2/svn/printproof-stainless-steel-lg-french-door-refrigerators-lf24z6530s-c3_100.jpg', 'https://images.thdstatic.com/productImages/e5465804-3448-495e-aaaa-80c82b3b439c/svn/printproof-stainless-steel-lg-french-door-refrigerators-lf24z6530s-4f_100.jpg', 'https://images.thdstatic.com/productImages/96824aab-ab0e-4169-b9ad-118b7a4412ba/svn/printproof-stainless-steel-lg-french-door-refrigerators-lf24z6530s-1f_100.jpg', 'https://images.thdstatic.com/productImages/6478927e-de29-450d-a08b-855c608fb111/svn/printproof-stainless-steel-lg-french-door-refrigerators-lf24z6530s-44_100.jpg', 'https://images.thdstatic.com/productImages/cffb855f-ed33-4e06-8cab-2fdf1d6d6eb8/svn/printproof-stainless-steel-lg-french-door-refrigerators-lf24z6530s-fa_100.jpg', 'https://images.thdstatic.com/productImages/c10f8729-1d37-4243-8cc4-057620c2489f/svn/printproof-stainless-steel-lg-french-door-refrigerators-lf24z6530s-76_100.jpg', 'https://images.thdstatic.com/productImages/c68fcc46-2e77-4d36-aea5-b0924bb69ca3/svn/printproof-stainless-steel-lg-french-door-refrigerators-lf24z6530s-d4_100.jpg', 'https://images.thdstatic.com/productImages/2d051d10-c001-4c7f-bb00-21cd559d4d7f/svn/printproof-stainless-steel-lg-french-door-refrigerators-lf24z6530s-31_100.jpg']","['Appliances', 'Refrigerators', 'French Door Refrigerators']",,Refrigerator,Not Applicable,French Door Refrigerator,699,Not CEE rated,Bar Handle
