Pdp Url,Country,Retail Chain,Brand,Product Name,Pack Size,Price per Pack,Price per Kg or L,Promotion (Yes/No),Promotion Description,Product Description,Ingredients,Legal Name,Category Path,Product Image URL,Product Code (EAN/GTIN),Unit Count or Quantity,Private Label (Yes/No),Promotion Start Date,Promotion End Date,Promotion Type,Store or Region,Allergen & Dietary Claims,Nutritional Values,Manufacturer or Distributor,Additional Claims or Labels
https://www.carrefour.fr/p/tablette-de-chocolat-lait-noisettes-entieres-cote-d-or-7622210765352?t=2237,france,,COTE D'OR,Tablette de Chocolat Lait Noisettes Entières COTE D'OR,Les 2 tablettes de 180 g,6.65,18.47,Yes,Prenez en 3 = Payez en 2,Côte d'Or Lait Noisettes : goûtez au fondant du chocolat au lait Côte d'Or allié au croquant de délicieuses noisettes entières.,"Ingrédients : Sucre, NOISETTES (24%), pâte de cacao, LAIT écrémé en poudre, beurre de cacao, lactosérum en poudre (de LAIT), BEURRE concentré, émulsifiant (lécithine de SOJA), arômes, cacao maigre en poudre. Cacao: 33% minimum dans le chocolat au LAIT extra-fin.. PEUT CONTENIR AUTRES FRUITS A COQUE.","Chocolat au lait extra-fin aux noisettes entières, aromatisé.","Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/00e761b56f5440f5a569fd37329c19ef/p_540x540/07622210765352_H1N1_s16.jpeg,7622210765352,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2327 kJ / 100 g', ""valeur énergétique (kJ)_Taux d'apports journaliers pour 100 g"": '28 %', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '559 kcal / 100 g', ""valeur énergétique (kcal)_Taux d'apports journaliers pour 100 g"": '28 %', 'matières grasses_Valeurs nutritionnelles pour 100 g': '37 g / 100 g', ""matières grasses_Taux d'apports journaliers pour 100 g"": '53 %', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '14 g / 100 g', ""acides gras saturés_Taux d'apports journaliers pour 100 g"": '72 %', 'glucides_Valeurs nutritionnelles pour 100 g': '45 g / 100 g', ""glucides_Taux d'apports journaliers pour 100 g"": '17 %', 'sucres_Valeurs nutritionnelles pour 100 g': '43 g / 100 g', ""sucres_Taux d'apports journaliers pour 100 g"": '48 %', 'fibres alimentaires_Valeurs nutritionnelles pour 100 g': '4.9 g / 100 g', ""fibres alimentaires_Taux d'apports journaliers pour 100 g"": '', 'protéines_Valeurs nutritionnelles pour 100 g': '9.3 g / 100 g', ""protéines_Taux d'apports journaliers pour 100 g"": '19 %', 'sel_Valeurs nutritionnelles pour 100 g': '0.23 g / 100 g', ""sel_Taux d'apports journaliers pour 100 g"": '4 %'}",COTE D'OR," Ma communauté recommande "
https://www.carrefour.fr/p/tablette-de-chocolat-noir-amandes-entieres-cote-d-or-7622210995100?t=2237,france,,COTE D'OR,Tablette de Chocolat Noir Amandes Entières COTE D'OR,La tablette de 180 g,3.99,22.17,Yes,Prenez en 3 = Payez en 2,"Côte d'Or Noir Amandes : Goûtez à l'intensité du chocolat Noir Côte d'Or allié au tendre croquant de délicieuses amandes entières. Un chocolat généreux pour des sensations gourmandes et intenses ! Depuis 1883, Côte d'Or sélectionne les meilleures fèves de cacao à travers le monde pour donner à son chocolat ce caractère généreux, intense et unique","Sucre, pâte de cacao, AMANDES (27 %), beurre de cacao, BEURRE concentré, émulsifiant (lécithines de SOJA), arôme naturel de vanille, LAIT écrémé en poudre.Cacao: 46% minimum dans le chocolat noir extra-supérieur. PEUT CONTENIR AUTRES FRUITS À COQUE.",Chocolat noir extra-supérieur aux amandes entières.,"Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/310475bb132f43fba8847087877882fa/p_540x540/07622210995100_H1C1_s11.jpeg,7622210995100,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2349 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '565 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '38 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '16 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '42 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '40 g / 100 g', 'fibres alimentaires_Valeurs nutritionnelles pour 100 g': '8.2 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '9.2 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.01 g / 100 g'}",COTE D'OR," Ma communauté recommande "
https://www.carrefour.fr/p/tablette-de-chocolat-lait-noisettes-et-caramel-milka-7622300134532?t=2237,france,,MILKA,Tablette de Chocolat Lait Noisettes et Caramel MILKA,La tablette de 300 g,4.02,13.40,Yes,Prenez en 3 = Payez en 2,"Découvrez Milka Mmmax Caramel et Noisettes entières ! Dans chaque carré, une noisette entière et une savoureuse crème confiseur au lait recouvertes d'un coulis de caramel fondant et enrobées de bon chocolat au lait Milka. Depuis la toute première tablette Milka produite jusqu'à la dernière sortie de nos usines, Milka doit son goût intemporel au parfait mélange d'ingrédients de qualité. Nous utilis…","Sucre, huile de palme, beurre de cacao, LAIT écrémé en poudre, NOISETTES, pâte de cacao, sirop de glucose, lactosérum en poudre (de LAIT), BEURRE concentré, LAIT écrémé concentré sucré, humectant (glycérol), émulsifiant (lécithines de SOJA), sirop de sucre inverti, pâte de NOISETTE, sirop de sucre caramélisé, arômes, sel. PEUT CONTENIR BLÉ ET AUTRES FRUITS A COQUE.",Chocolat au lait du pays alpin fourré crème confiseur (32 %) au lait goût caramel et crème confiseur (10 %) au caramel et noisettes entières (8 %).,"Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/e8986dedf9a34516b4983276cb0d40e4/p_540x540/07622300134532_H1C1_s58.png,7622300134532,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2332 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '560 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '36 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '18 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '52 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '49 g / 100 g', 'fibres alimentaires_Valeurs nutritionnelles pour 100 g': '2 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '5.4 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.24 g / 100 g'}",MILKA," Ma communauté recommande "
https://www.carrefour.fr/p/carres-chocolats-noir-orange-cote-d-or-7622400853210?t=2237,france,,COTE D'OR,Carrés Chocolats Noir Orange COTE D'OR,La boîte de 24 mignonnettes - 240 g,5.09,21.21,Yes,Prenez en 3 = Payez en 2,"Côte d'Or Noir Orange : Découvrez l'intensité du chocolat Côte d'Or Mignonnette Noir Orange, à déguster seul ou entre amis ! Depuis 1883, Côte d'Or sélectionne les meilleures fèves de cacao à travers le monde pour donner à son chocolat ce caractère généreux, intense et unique","Sucre, pâte de cacao, beurre de cacao, cacao maigre en poudre, zestes d'orange, émulsifiant (lécithines de SOJA), arômes, dextrose, correcteur d'acidité (acide citrique), LAIT écrémé en poudre. PEUT CONTENIR FRUITS A COQUE.",Chocolat noir aux zestes d'oranges confites (2 %).,"Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/69e4cc4320654fe688880ba0464a3ea1/p_540x540/07622400853210_H1N1_s01.jpeg,7622400853210,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2280 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '548 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '35 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '22 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '48 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '44 g / 100 g', 'fibres alimentaires_Valeurs nutritionnelles pour 100 g': '8.7 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '5.8 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.01 g / 100 g'}",COTE D'OR," Ma communauté recommande "
https://www.carrefour.fr/p/bonbons-menthe-tic-tac-8000500166697?t=2237,france,,TIC TAC,Bonbons Menthe TIC TAC,110 pastilles - 54g,2.89,53.52,No,,"Tic Tac, ce sont des petites pastilles au goût menthe ou aux goûts fruités qui transforment n'importe quel moment de votre journée en un instant doux et frais. Pour soir ou à partager, elles se trouvent en format poche pour les emmener partout avec vous.","sucre, maltodextrine, fructose, épaississant: gomme arabique; amidon de riz, anti-agglomérant: sels de magnésium d'acides gras; arômes, huile essentielle de menthe, agent d'enrobage: cire de carnauba.",Pastilles à la menthe aromatisées.,"Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/0d43e4bd0e29486797dd1dd5e8a232e7/p_540x540/08000500166697_H1N1_s03.png,8000500166697,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '1685 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '397 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '0.5 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '0.5 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '97.5 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '94.5 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '0.1 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.028 g / 100 g'}",TIC TAC," Ma communauté recommande "
https://www.carrefour.fr/p/tablette-de-chocolat-lait-cacahuetes-et-caramel-milka-7622210604187?t=2237,france,,MILKA,Tablette de Chocolat Lait Cacahuètes et Caramel MILKA,La tablette de 276 g,4.19,15.18,Yes,Prenez en 3 = Payez en 2,"Faites-vous plaisir avec les cacahuètes croquantes, le caramel fondant et le tendre chocolat au Lait Milka du Pays Alpin pour un mmmaximum de gourmandise! Les tablettes de chocolat Milka sont disponibles dans de délicieuses saveurs et différents formats, de la tablette standard à la tablette Mmmmax XL, de quoi satisfaire toutes vos envies !","Sucre, ARACHIDES, beurre de cacao, huile de palme, LAIT écrémé en poudre, lactosérum en poudre (de LAIT), pâte de cacao, sirop de glucose, pâte d'ARACHIDE 3%, BEURRE concentré, sirop de glucose-fructose, éclats d'ARACHIDES, émulsifiants (lécithines de SOJA, E476, E471), farine de riz, pâte de NOISETTE, arômes, sel, correcteur d'acidité (E500). PEUT CONTENIR AUTRES FRUITS À COQUE ET BLÉ.","Chocolat au lait du pays alpin fourré aux arachides (11%) dans une crème confiseur (10%) au caramel sur un fourrage (22%) à l'arachide avec des éclats d'arachides (1%) et du riz croustillant (0,4%)","Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/4d5b56ced53b44fb96056f5209f4fc78/p_540x540/07622210604187_H1N1_s54.png,7622210604187,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2277 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '546 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '33 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '16 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '51 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '47 g / 100 g', 'fibres alimentaires_Valeurs nutritionnelles pour 100 g': '2.3 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '9.1 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.29 g / 100 g'}",MILKA," Ma communauté recommande "
https://www.carrefour.fr/p/bonbons-orange-citron-vert-tic-tac-8000500166789?t=2237,france,,TIC TAC,Bonbons Orange & Citron Vert TIC TAC,110 pastilles - 54g,2.89,53.52,No,,"Tic Tac, ce sont des petites pastilles au goût menthe ou aux goûts fruités qui transforment n'importe quel moment de votre journée en un instant doux et frais. Pour soir ou à partager, elles se trouvent en format poche pour les emmener partout avec vous.","sucre, dextrose, maltodextrines, acidifiant (acide tartrique), amidon de riz, épaississant (gomme arabique), arômes, anti-agglomérant (sels de magnésium d'acides gras), jus de citron vert en poudre, colorants (caroténoïdes, curcumine, carmins), anti-oxydant (acide ascorbique), agent d'enrobage (cire de carnauba), concentré de spiruline.",Pastilles goûts citron-citron vert et orange.,"Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/1e4f25e7ab744c46bffee8300d829225/p_540x540/08000500166789_C1N1_s06.png,8000500166789,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '1677 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '395 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '0.5 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '0.5 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '95.8 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '91.4 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '0.1 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.018 g / 100 g'}",TIC TAC," Ma communauté recommande "
https://www.carrefour.fr/p/barres-chocolatees-cacahuete-caramel-snickers-5000159560498?t=2237,france,,SNICKERS,Barres Chocolatées Cacahuète Caramel SNICKERS,les 5 barres de 50g,2.35,9.40,No,,"Recouvertes de délicieux chocolat au lait, les barres Snickers® sont composées de cacahuètes grillées, d'un délicieux nougat et d'un caramel fondant.","Ingrédients: sucre, sirop de glucose, CACAHUÈTES, LAIT écrémé en poudre, beurre de cacao, pâte de cacao, perméat de lactosérum (LAIT), huile de tournesol, matière grasse du LAIT, matière grasse de palme, sel, émulsifiant (lécithine de SOJA), blanc d' OEUF en poudre. (Peut contenir: FRUITS A COQUE).",SNICKERS® barre x5 250g,"Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/735b9a896de540be8237641d1cd62b40/p_540x540/05000159560498_C1N1_s03.png,5000159560498,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 50 g': '1026 kJ / 50 g', ""valeur énergétique (kJ)_Taux d'apports journaliers pour 50 g"": '12 %', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 50 g': '245 kcal / 50 g', ""valeur énergétique (kcal)_Taux d'apports journaliers pour 50 g"": '12 %', 'matières grasses_Valeurs nutritionnelles pour 50 g': '12 g / 50 g', ""matières grasses_Taux d'apports journaliers pour 50 g"": '17 %', 'acides gras saturés_Valeurs nutritionnelles pour 50 g': '3.8 g / 50 g', ""acides gras saturés_Taux d'apports journaliers pour 50 g"": '19 %', 'glucides_Valeurs nutritionnelles pour 50 g': '30 g / 50 g', ""glucides_Taux d'apports journaliers pour 50 g"": '12 %', 'sucres_Valeurs nutritionnelles pour 50 g': '25 g / 50 g', ""sucres_Taux d'apports journaliers pour 50 g"": '28 %', 'protéines_Valeurs nutritionnelles pour 50 g': '4.3 g / 50 g', ""protéines_Taux d'apports journaliers pour 50 g"": '9 %', 'sel_Valeurs nutritionnelles pour 50 g': '0.26 g / 50 g', ""sel_Taux d'apports journaliers pour 50 g"": '4 %'}",SNICKERS," Ma communauté recommande "
https://www.carrefour.fr/p/tablette-de-chocolat-lait-noisettes-cote-d-or-5410081200759?t=2237,france,,COTE D'OR,Tablette de Chocolat Lait Noisettes COTE D'OR,La tablette de 200 g,4.69,23.45,Yes,Prenez en 3 = Payez en 2,"Côte d'Or Lait éclats noisettes : Savourez le goût unique et fondant du Chocolat au lait Côte d'Or avec de généreux éclats de noisettes. Depuis 1883, Côte d'Or sélectionne les meilleures fèves de cacao à travers le monde pour donner à son chocolat ce caractère généreux, intense et unique","Sucre, pâte de cacao, éclats de NOISETTES (14 %), beurre de cacao, LAIT écrémé en poudre, lactosérum en poudre (de LAIT), BEURRE concentré, émulsifiant (lécithines de SOJA), arômes. Cacao : 33 % minimum dans le chocolat au LAIT. PEUT CONTENIR AUTRES FRUITS À COQUE.",Chocolat au lait aux éclats de noisettes (14 %).,"Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/8f96929ae22942f5b417ca1d2b44da57/p_540x540/05410081200759_H1N1_s50.jpeg,5410081200759,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2264 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '543 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '33 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '15 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '50 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '48 g / 100 g', 'fibres alimentaires_Valeurs nutritionnelles pour 100 g': '4.5 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '8.5 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.2 g / 100 g'}",COTE D'OR," Ma communauté recommande "
https://www.carrefour.fr/p/tablette-de-chocolat-lait-noisettes-entieres-milka-3045140118106?t=2237,france,,MILKA,Tablette de Chocolat Lait Noisettes Entières MILKA,La tablette de 200 g,3.99,19.95,Yes,Prenez en 3 = Payez en 2,"La tablette Milka noisettes : une délicieuse tablette au chocolat au Lait du Pays Alpin et aux noisettes entières. Les tablettes de chocolat Milka sont disponibles dans de délicieuses saveurs et différents formats, de la tablette standard à la tablette Mmmmax XL, de quoi satisfaire toutes vos envies !","Sucre, NOISETTES, beurre de cacao, pâte de cacao, LAIT écrémé en poudre, lactosérum en poudre (de LAIT), BEURRE concentré, émulsifiant (lécithines de SOJA), pâte de NOISETTE, arôme. PEUT CONTENIR AUTRES FRUITS A COQUE ET BLÉ.",Chocolat au lait du pays alpin aux noisettes entières (22 %).,"Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/b639bd09eba04fc8aa522c2e99ce5a8f/p_540x540/03045140118106_H1C1_s15.png,3045140118106,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2356 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '566 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '38 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '16 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '46 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '44 g / 100 g', 'fibres alimentaires_Valeurs nutritionnelles pour 100 g': '3.8 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '8.4 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.22 g / 100 g'}",MILKA," Ma communauté recommande "
https://www.carrefour.fr/p/tablette-de-chocolat-lait-l-original-cote-d-or-7622210438270?t=2237,france,,COTE D'OR,Tablette de Chocolat Lait L'original COTE D'OR,Les 3 tablettes de 100 g,4.79,15.97,Yes,Prenez en 3 = Payez en 2,Cassez un carré et savourez le goût unique et intense du chocolat au lait Côte d'Or. Un lot de 3 tablettes Côte d'Or à déguster.,"Sucre, pâte de cacao, beurre de cacao, LAIT écrémé en poudre, lactosérum en poudre (de LAIT), BEURRE concentré, émulsifiant (lécithines de SOJA), arômes. PEUT CONTENIR FRUITS A COQUE.",Chocolat au lait.,"Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/0b2d36b7eebb4ecaaee23d65b1844b65/p_540x540/07622210438270_C1C1_s01.jpeg,7622210438270,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2201 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '527 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '29 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '18 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '56 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '55 g / 100 g', 'fibres alimentaires_Valeurs nutritionnelles pour 100 g': '3.3 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '7.8 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.33 g / 100 g'}",COTE D'OR," Ma communauté recommande "
https://www.carrefour.fr/p/barres-chocolatees-lait-caramel-cacahuetes-snickers-5000159560863?t=2237,france,,SNICKERS,Barres chocolatées Lait Caramel Cacahuètes SNICKERS,les 10 barres de 50g,4.39,8.78,No,,"Recouvertes de délicieux chocolat au lait, les barres SNICKERS® sont composées de cacahuètes grillées, d'un délicieux nougat et d'un caramel fondant.","Ingrédients: sucre, sirop de glucose, CACAHUÈTES, LAIT écrémé en poudre, beurre de cacao, pâte de cacao, perméat de lactosérum (LAIT), huile de tournesol, matière grasse du LAIT, matière grasse de palme, sel, émulsifiant (lécithine de SOJA), blanc d' OEUF en poudre. (Peut contenir: FRUITS A COQUE).","SNICKERS® barre x10 500g, carton de 20","Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/fe23f787f2974a00b1346b764436e171/p_540x540/05000159560863_C1N1_s03.png,5000159560863,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2051 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '490 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '23 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '7.6 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '60 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '51 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '8.7 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.52 g / 100 g'}",SNICKERS," Ma communauté recommande "
https://www.carrefour.fr/p/billes-chocolats-lait-daim-milka-7622300567606?t=2237,france,,MILKA,Billes Chocolats Lait Daim MILKA,La boîte de 145 g,2.5,17.24,Yes,Prenez en 3 = Payez en 2,"Laissez-vous tenter par Milka Snax Daim : d'irrésistibles cornflakes et des éclats de Daim enrobés de tendre chocolat au lait Milka Depuis la toute première tablette Milka produite jusqu'à la dernière sortie de nos usines, Milka doit son goût intemporel au parfait mélange d'ingrédients de qualité. Nous utilisons 100 % de lait alpin et du cacao durable grâce à notre programme Cocoa Life. Vous pouve…","Sucre, beurre de cacao, maïs, LAIT écrémé en poudre, pâte de cacao, huile de palme, lactosérum en poudre (de LAIT), BEURRE concentré, AMANDES (1 %), LAIT écrémé concentré sucré, sel, émulsifiant (lécithines de SOJA), extrait de malt d'ORGE, arômes, perméat de lactosérum (de LAIT). PEUT CONTENIR BLÉ.",Chocolat au lait du pays alpin (CH: des Alpes) aux flocons de maïs (10 %) et éclats de caramel craquant aux amandes (23 %).,"Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/b60ab1efe16445cea9282a823861faa6/p_540x540/07622300567606_A1N1_s27.jpeg,7622300567606,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2167 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '518 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '27 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '15 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '62 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '54 g / 100 g', 'fibres alimentaires_Valeurs nutritionnelles pour 100 g': '1.7 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '5.3 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.76 g / 100 g'}",MILKA," Ma communauté recommande "
https://www.carrefour.fr/p/tablette-de-chocolat-lait-raisins-et-noisettes-entieres-cote-d-or-7622210995049?t=2237,france,,COTE D'OR,Tablette de Chocolat Lait Raisins et Noisettes Entières COTE D'OR,La tablette de 180 g,3.99,22.17,Yes,Prenez en 3 = Payez en 2,"Côte d'Or Lait Raisins Noisettes : Goûtez au fondant du chocolat au lait Côte d'Or allié aux raisins secs et au croquant de délicieuses noisettes entières. Depuis 1883, Côte d'Or sélectionne les meilleures fèves de cacao à travers le monde pour donner à son chocolat ce caractère généreux, intense et unique","Sucre, NOISETTES (13%), raisins (11%), pâte de cacao, beurre de cacao, LAIT écrémé en poudre, lactosérum en poudre (de LAIT), BEURRE concentré, émulsifiant (lécithines de SOJA), arôme naturel de vanille, arômes. PEUT CONTENIR AUTRES FRUITS A COQUE.",Chocolat au lait aux noisettes entières et aux raisins.,"Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/474119e1e84e4e01bdd3b0f213ea44d1/p_540x540/07622210995049_H1N1_s46.jpeg,7622210995049,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2167 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '519 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '30 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '13 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '50 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '49 g / 100 g', 'fibres alimentaires_Valeurs nutritionnelles pour 100 g': '4.2 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '8.5 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.18 g / 100 g'}",COTE D'OR," Ma communauté recommande "
