Pdp Url,Country,Retail Chain,Brand,Product Name,Pack Size,Price per Pack,Price per Kg or L,Promotion (Yes/No),Promotion Description,Product Description,Ingredients,Legal Name,Category Path,Product Image URL,Product Code (EAN/GTIN),Unit Count or Quantity,Private Label (Yes/No),Promotion Start Date,Promotion End Date,Promotion Type,Store or Region,Allergen & Dietary Claims,Nutritional Values,Manufacturer or Distributor,Additional Claims or Labels
https://www.carrefour.fr/p/tablette-de-chocolat-noir-excellence-amandes-effilees-lindt-3046920017688?t=2237,france,,LINDT,Tablette de Chocolat Noir Excellence Amandes Effilées LINDT,La tablette de 100g,2.65,26.50,Yes,Prenez en 3 = Payez en 2,Fermez les yeux et découvrez le plus fin des plaisirs. Les chocolats de dégustation Lindt Excellence sont préparés pour vous par nos Maîtres Chocolatiers avec une rare exigence de perfection : de la sélection des fèves à la révélation des saveurs et des textures les plus fines du chocolat. L'accord parfait d'un voluptueux chocolat noir Lindt Excellence allié à des amandes effilées finement salées …,"Sucre, pâte de cacao, AMANDES 15%, beurre de cacao, beurre LAITIER concentré, émulsifiant (lécithine de SOJA), fleur de sel 0.1%.","Chocolat noir extra fin traditionnel, aux amandes effilées et à la fleur de sel","Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/5e7dca4b07bc48d3ba96ea9e53219911/p_540x540/03046920017688_C1N1_s05.jpeg,3046920017688,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2257 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '542 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '35 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '17 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '44 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '42 g / 100 g', 'fibres alimentaires_Valeurs nutritionnelles pour 100 g': '9.3 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '8.1 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.2 g / 100 g'}",LINDT,
https://www.carrefour.fr/p/tablette-de-chocolat-lait-les-grandes-praline-noisettes-lindt-3046920020206?t=2237,france,,LINDT,Tablette de Chocolat Lait Les Grandes Praliné Noisettes LINDT,La tablette de 225g,4.95,22.00,Yes,Prenez en 3 = Payez en 2,"Découvrez la nouvelle gamme de tablettes Lindt Les Grandes : le summum de la gourmandise. Avec Lindt Les Grandes, les Maîtres Chocolatiers ont créé des recettes ultra gourmandes aux grands carrés garnis d'inclusions croquantes en généreuse quantité. Irrésistible ! Succombez à Lindt Les Grandes Lait Praliné Noisettes : l'alliance irrésistible du croquant de noisettes entières et du fondant d'un dél…","Sucre, praliné aux AMANDES et aux NOISETTES 14,6% (sucre, AMANDES, NOISETTES), NOISETTES 14,5%, beurre de cacao, poudre de LAIT, matière grasse végétale de palme, pâte de cacao, LACTOSE, poudre de LAIT écrémé, émulsifiant (lécithine de SOJA), extrait de malt d'ORGE, beurre LAITIER concentré, arôme.","Chocolat au lait extra fin, fourré aux pralins amandes et noisettes, aux noisettes entières et aux éclats d'amandes.","Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/22174ee204f74e1b8755e575b32b6d10/p_540x540/03046920020206_C1C1_s01.png,3046920020206,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2460 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '591 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '41 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '17 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '46 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '43 g / 100 g', 'fibres alimentaires_Valeurs nutritionnelles pour 100 g': '3.1 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '8 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.19 g / 100 g'}",LINDT,
https://www.carrefour.fr/p/tablette-de-chocolat-noir-praline-noisettes-lindt-les-grandes-3046920020213?t=2237,france,,LINDT LES GRANDES,Tablette de chocolat Noir Praliné Noisettes LINDT LES GRANDES,La tablette de 225g,4.95,22.00,Yes,Prenez en 3 = Payez en 2,"Découvrez la nouvelle gamme de tablettes Lindt Les Grandes : le summum de la gourmandise. Avec Lindt Les Grandes, les Maîtres chocolatiers ont créé des recettes ultra gourmandes aux grands carrés garnis d'inclusions croquantes en généreuse quantité. Irrésistible ! Succombez à Lindt Les Grandes Lait Noisettes : l'alliance irrésistible du croquant de noisettes entières et du fondant d'un délicieux p…","Sucre, pâte de cacao, praliné aux AMANDES et aux NOISETTES 14,6% (sucre, AMANDES, NOISETTES), NOISETTES 14,5%, matière grasse végétale de palme, beurre de cacao, beurre LAITIER concentré, poudre de LAIT, LACTOSE, émulsifiant (lécithine de SOJA), poudre de LAIT écrémé, extrait de malt d'ORGE, arôme.","chocolat noir extra fin, fourré aux pralinés amandes et noisettes, aux noisettes entières et aux éclats d'amandes.","Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/b415a7afcfc249859b01cc7b9a757eb9/p_540x540/03046920020213_C1N1_s02.jpeg,3046920020213,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2437 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '585 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '41 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '17 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '44 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '39 g / 100 g', 'fibres alimentaires_Valeurs nutritionnelles pour 100 g': '5.6 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '7.5 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.07 g / 100 g'}",LINDT LES GRANDES,
https://www.carrefour.fr/p/tablette-de-chocolat-noir-puissant-85-excellence-lindt-3046920022606?t=2237,france,,LINDT,Tablette de Chocolat Noir puissant  85% Excellence LINDT,La tablette de 100g,2.39,23.90,Yes,Prenez en 3 = Payez en 2,"Lindt Excellence Noir, une tablette de chocolat préparée à partir des meilleurs ingrédients par nos Maîtres Chocolatiers. Avec une teneur en cacao de 85 %, ce délicieux chocolat noir révèle toute l'intensité et la qualité du chocolat Lindt et réveille vos sens. Profitez d'une texture lisse et d'une couleur profonde qui laissent place au croquant de ses carrés exceptionnellement fins. Savourez un c…","Pâte de cacao, cacao maigre, beurre de cacao, cassonade, vanille.",Chocolat noir extra fin traditionnel,"Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/eae5e2825fc3475587cf17f3850a596b/p_540x540/03046920022606_C1C1_s24.jpeg,3046920022606,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2418 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '584 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '46 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '27 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '22 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '15 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '12.5 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.02 g / 100 g'}",LINDT,
https://www.carrefour.fr/p/tablette-de-chocolat-noir-intense-excellence-70-lindt-3046920022651?t=2237,france,,LINDT,Tablette de chocolat Noir Intense Excellence 70% LINDT,La tablette de 100g,2.39,23.90,Yes,Prenez en 3 = Payez en 2,"Lindt Excellence Noir, une tablette de chocolat préparée à partir des meilleurs ingrédients par nos Maîtres Chocolatiers. Avec une teneur en cacao de 70 %, ce délicieux chocolat noir révèle toute l'intensité et la qualité du chocolat Lindt et réveille vos sens. Profitez d'une texture lisse et d'une couleur profonde qui laissent place au croquant de ses carrés exceptionnellement fins. Savourez un c…","Pâte de cacao, sucre, beurre de cacao, vanille.",Chocolat noir extra fin traditionnel à 70% de cacao,"Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/af19226ee0de480297cb05a30674c950/p_540x540/03046920022651_C1C1_s29.jpeg,3046920022651,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2350 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '566 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '41 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '24 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '34 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '29 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '9.5 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.1 g / 100 g'}",LINDT,
https://www.carrefour.fr/p/tablette-de-chocolat-noir-excellence-orange-intense-lindt-3046920022705?t=2237,france,,LINDT,Tablette de Chocolat Noir Excellence Orange Intense LINDT,La tablette de 100g,2.39,23.90,Yes,Prenez en 3 = Payez en 2,"Lindt Excellence Noir, une tablette de chocolat préparée à partir des meilleurs ingrédients par nos Maîtres Chocolatiers. Ce délicieux chocolat noir subtilement relevé par des morceaux délicats d'orange douce et des éclats d'amande croustillants, révèle toute l'intensité et la qualité du chocolat Lindt et réveille vos sens. Profitez d'une texture lisse et d'une couleur profonde qui laissent place …","Sucre, pâte de cacao, AMANDES 7%, jus d'orange à base de concentré 3,9%, beurre de cacao, beurre LAITIER concentré, sucre inverti, jus de citron à base de concentré, émulsifiant (lécithine de SOJA), ananas, gélifiant (pectine), arôme naturel d'orange.","Chocolat noir extra fin traditionnel, aux amandes et au jus d'orange.","Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/8b3a21d1ff594ed1b3c0d0aaaf8af273/p_540x540/03046920022705_C1C1_s28.jpeg,3046920022705,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2229 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '535 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '32 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '17 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '51 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '46 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '7 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.08 g / 100 g'}",LINDT,
https://www.carrefour.fr/p/tablette-de-chocolat-lait-creation-praline-feuillantine-lindt-3046920025980?t=2237,france,,LINDT,Tablette de Chocolat Lait Création Praliné Feuillantine LINDT,La tablette de 120g,3.39,30.82,No,,"Découvrez Lindt CREATION Les Connaisseurs Craquez pour la recette Praliné Feuillantine : toute l'authenticité d'un praliné aux noisettes allié au croustillant des éclats de crêpe dentelle, enrobé d'une fine couche de chocolat au lait Lindt. Une tablette de chocolat sans carré à découper à l'envie !","Sucre, praliné NOISETTES 20% (NOISETTES, sucre), LACTOSE, matière grasse végétale de palme, beurre de cacao, feuillantine 6,6% (farine de BLE, sucre, beurre LAITIER concentré, poudre de LAIT écrémé, malt d'ORGE, sel), poudre de LAIT, pâte de cacao, NOISETTES, poudre de LAIT écrémé, émulsifiant (lécithine de SOJA), extrait de malt d'ORGE, beurre LAITIER concentré, arôme.","Chocolat au lait, extra-fin traditionnel, fourré au praliné noisettes et aux éclats de crêpe dentelle","Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/5631726478ae30789552e07cd7dccfc7/p_540x540/03046920025980-c1n1-s01.jpg,3046920025980,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2280 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '546 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '33 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '16 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '57 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '54 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '4.4 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.18 g / 100 g'}",LINDT,
https://www.carrefour.fr/p/tablette-de-chocolat-noir-excellence-menthe-lindt-3046920027861?t=2237,france,,LINDT,Tablette de Chocolat Noir Excellence Menthe LINDT,La tablette de 100g,2.49,24.90,Yes,Prenez en 3 = Payez en 2,"Fermez les yeux et découvrez le plus fin des plaisirs. Les chocolats de dégustation Lindt Excellence sont préparés pour vous par nos Maîtres Chocolatiers avec une rare exigence de perfection : de la sélection des fèves à la révélation des saveurs et des textures les plus fines du chocolat. A l'œil : un beau brun intense. Au nez, l'arôme de menthe domine. En bouche : l'essence naturelle de menthe p…","Sucre, pâte de cacao, beurre de cacao, beurre LAITIER concentré, émulsifiant (lécithine de SOJA), arôme naturel (huile essentielle de menthe poivrée).",Chocolat noir extra fin traditionnel à l'arôme naturel de menthe.,"Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/f6bd20837a874e8d85c6bdb7a8ef1612/p_540x540/03046920027861_C1N1_s22.jpeg,3046920027861,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2230 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '535 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '32 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '19 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '52 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '47 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '6 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.1 g / 100 g'}",LINDT,
https://www.carrefour.fr/p/tablette-de-chocolat-noir-excellence-fleur-de-sel-lindt-3046920027885?t=2237,france,,LINDT,Tablette de Chocolat Noir Excellence Fleur de Sel LINDT,La tablette de 100g,2.39,23.90,Yes,Prenez en 3 = Payez en 2,"Lindt Excellence Noir, une tablette de chocolat préparée à partir des meilleurs ingrédients par nos Maîtres Chocolatiers. Ce délicieux chocolat noir subtilement relevé par de fins cristaux de Fleur de Sel, révèle toute l'intensité et la qualité du chocolat Lindt et réveille vos sens. Profitez d'une texture lisse et d'une couleur profonde qui laissent place au croquant de ses carrés exceptionnellem…","Sucre, pâte de cacao, beurre de cacao, beurre LAITIER concentré, émulsifiant (lécithine de SOJA), fleur de sel 0,3%.","Chocolat noir, extra-fin traditionnel, à la fleur de sel.","Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/20025903691349a1aa9f6fb77bf1d2a9/p_540x540/03046920027885_C1C1_s23.jpeg,3046920027885,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2240 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '537 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '32 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '19 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '52 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '47 g / 100 g', 'fibres alimentaires_Valeurs nutritionnelles pour 100 g': '7.5 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '5.7 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.37 g / 100 g'}",LINDT,
https://www.carrefour.fr/p/tablette-de-chocolat-noir-excellence-99-lindt-3046920028721?t=2237,france,,LINDT,Tablette de Chocolat Noir Excellence 99% LINDT,La tablette de 50g,2.65,53.00,Yes,Prenez en 3 = Payez en 2,"Lindt Excellence Noir, une tablette de chocolat préparée à partir des meilleurs ingrédients par nos Maîtres Chocolatiers. Avec une teneur en cacao de 99 %, ce délicieux chocolat noir révèle toute l'intensité et la qualité du chocolat Lindt et réveille vos sens. Profitez d'une texture lisse et d'une couleur profonde qui laissent place au croquant de ses carrés exceptionnellement fins. Savourez un c…","Pâte de cacao, cacao maigre, beurre de cacao, cassonade.",Chocolat noir extra fin traditionnel à 99% de cacao.,"Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/0409c3d6deb74031bc9f0de1d33179cf/p_540x540/03046920028721_C1N1_s02.png,3046920028721,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2365 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '573 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '49 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '30 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '10 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '1 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '14 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.7 g / 100 g'}",LINDT,
https://www.carrefour.fr/p/tablette-de-chocolat-noir-excellence-70-orange-sanguine-lindt-3046920040440?t=2237,france,,LINDT,Tablette de Chocolat Noir Excellence 70% Orange Sanguine LINDT,La tablette de 100g,2.95,29.50,Yes,Prenez en 3 = Payez en 2,Fermez les yeux et découvrez le plus fin des plaisirs. Les chocolats de dégustation Lindt EXCELLENCE sont préparés pour vous par nos Maîtres Chocolatiers avec une rare exigence de perfection : de la sélection des fèves à la révélation des saveurs et des textures les plus fines du chocolat. Toute l'intensité d'un fin chocolat noir à 70% de cacao alliée à de savoureux éclats acidulés d'orange sangui…,"Pâte de cacao, sucre, AMANDES 6,5%, beurre de cacao, jus d'orange sanguine de Sicile à base de concentré 2,4%, arôme naturel d'orange sanguine, gélifiant (pectine), jus de citron à base de concentré, vanille, arôme naturel, concentré de carotte et aronia (colorant).","Chocolat noir extra-fin 70% cacao, aux amandes et au jus concentré d'orange sanguine de Sicile.","Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/6a8664e894b848a287f1b61f23e89008/p_540x540/03046920040440_C1C1_s03.jpeg,3046920040440,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2319 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '558 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '39 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '21 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '37 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '30 g / 100 g', 'fibres alimentaires_Valeurs nutritionnelles pour 100 g': '11 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '9.6 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.09 g / 100 g'}",LINDT,
https://www.carrefour.fr/p/tablette-de-chocolat-noir-lindor-lindt-3046920042765?t=2237,france,,LINDT,Tablette de Chocolat Noir Lindor LINDT,La tablette de 150g,3.15,21.00,Yes,Prenez en 3 = Payez en 2,"Fondez de bonheur avec notre tablette Lindor au chocolat noir, à la coquille délicate et au cœur passionnément fondant. Les Maîtres Chocolatiers de Lindt utilisent les meilleurs ingrédients et le meilleur cacao pour vous emporter comme dans un rêve.","sucre, pâte de cacao, matière grasse végétale (coprah, karité), beurre LAITIER concentré, beurre de cacao, poudre de LAIT, LACTOSE, émulsifiant (lécithine de SOJA ), AMANDES, NOISETTES, poudre de LAIT écrémé, arôme (vanille), arôme naturel de vanille.",Chocolat noir extra-fin fourré d'un suprême fondant,"Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/7e817c614d724eda8ce4a74f6c419ee3/p_540x540/03046920042765_C1C1_s20.jpeg,3046920042765,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2559 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '617 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '47 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '33 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '41 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '38 g / 100 g', 'fibres alimentaires_Valeurs nutritionnelles pour 100 g': '5.4 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '4.7 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.09 g / 100 g'}",LINDT,
https://www.carrefour.fr/p/tablette-de-chocolat-noir-creation-rocher-lindt-3046920042932?t=2237,france,,LINDT,Tablette de Chocolat Noir Création Rocher LINDT,La tablette de 150g,3.15,21.00,Yes,Prenez en 3 = Payez en 2,"Pour la gamme de tablettes Lindt Création, les Maîtres Chocolatiers ont mis au point un véritable chef-d'œuvre. Cette création gourmande, se compose d'un praliné amandes et noisettes enrobé d'un fin chocolat noir Lindt. Cette recette sophistiquée et unique se compose des meilleurs ingrédients et de fèves de cacao issues d'un approvisionnement durable, afin d'offrir un chocolat fourré gourmand à sa…","sucre, pâte de cacao, pralinés aux AMANDES et aux NOISETTES 11%(sucre, AMANDES, NOISETTES), matière grasse végétale de palme, NOISETTES 5%, beurre de cacao, beurre LAITIER concentré, poudre de LAIT, arômes, émulsifiant (lécithine de SOJA), LACTOSE, poudre de LAIT écrémé, extrait de malt d'ORGE.","Chocolat noir, extra-fin traditionnel, fourré aux pralinés amandes et noisettes et aux noisettes croustillantes, aromatisé.","Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/3047533f66d04a61bf68bfedb5785799/p_540x540/03046920042932_C1C1_s24.jpeg,3046920042932,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2348 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '564 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '37 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '18 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '48 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '44 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '6.6 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.08 g / 100 g'}",LINDT,
https://www.carrefour.fr/p/tablette-de-chocolat-lait-les-pyreneens-lindt-3046920045360?t=2237,france,,LINDT,Tablette de Chocolat Lait Les Pyrénéens LINDT,La tablette de 150g,3.15,21.00,Yes,Prenez en 3 = Payez en 2,"Tablette de chocolat Pyrénéens; profitez de l'expérience UNIQUE des chocolats Les Pyrénéens avec la nouvelle tablette au chocolat au lait. Un chocolat subtil, à la fois FRAIS & FONDANT à savourer. Pour une ultime sensation de fraîcheur conservez votre tablette au réfrigérateur & dégustez-là juste à sa sortie.","Sucre, matière grasse végétale de coprah, beurre de cacao, poudre de LAIT, pâte de cacao, LACTOSE, poudre de LAIT écrémé, beurre LAITIER concentré, émulsifiant (lécithine de SOJA), NOISETTES, AMANDES, extrait de malt d'ORGE, arômes, arôme naturel de vanille.","Chocolat au lait extra fin, fourré d'un intérieur rafraîchissant lacté.","Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/5614b6fd83f0437ba790c3ebcd0a3346/p_540x540/03046920045360_C1C1_s11.jpeg,3046920045360,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2575 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '620 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '46 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '33 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '45 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '44 g / 100 g', 'fibres alimentaires_Valeurs nutritionnelles pour 100 g': '2.8 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '5 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.19 g / 100 g', 'vitamine D_Valeurs nutritionnelles pour 100 g': '0.001 g / 100 g', 'vitamine E_Valeurs nutritionnelles pour 100 g': '0.002 g / 100 g', 'vitamine C_Valeurs nutritionnelles pour 100 g': '0.001 g / 100 g', 'potassium_Valeurs nutritionnelles pour 100 g': '0.262 g / 100 g', 'calcium_Valeurs nutritionnelles pour 100 g': '0.152 g / 100 g', 'fer_Valeurs nutritionnelles pour 100 g': '0.001 g / 100 g'}",LINDT,
https://www.carrefour.fr/p/tablette-de-chocolat-lait-creation-caramel-lindt-3046920045407?t=2237,france,,LINDT,Tablette de Chocolat Lait Création Caramel LINDT,La tablette de 150g,3.09,20.60,Yes,Prenez en 3 = Payez en 2,"Pour la gamme de tablettes Lindt Création, les Maîtres Chocolatiers ont mis au point un véritable chef-d'œuvre. Cette création gourmande se compose d'un irrésistible coulis de caramel enrobé d'un fin chocolat au lait Lindt. Cette recette sophistiquée et unique se compose des meilleurs ingrédients et de fèves de cacao issues d'un approvisionnement durable, afin d'offrir un chocolat fourré gourmand …","Sucre, beurre de cacao, poudre de LAIT, beurre LAITIER concentré, pâte de cacao, LACTOSE, sucre inverti, sirop de glucose, poudre de LAIT écrémé, stabilisant (sorbitol), émulsifiant (lécithine de SOJA), extrait de malt d'ORGE, sel, arôme (vanille), conservateur (acide sorbique), arôme naturel (caramel)","chocolat au lait, extra fin, fourré de 10% de cœur de truffe, et à 20% de coulis de caramel à la pointe de sel.","Accueil, Rayons , Epicerie sucrée , Confiseries et Chocolats ",https://media.carrefour.fr/medias/14fcdbe871f84066b168d4a1977512dd/p_540x540/03046920045407_C1C1_s26.jpeg,3046920045407,,,,,,,,"{'valeur énergétique (kJ)_Valeurs nutritionnelles pour 100 g': '2295 kJ / 100 g', 'valeur énergétique (kcal)_Valeurs nutritionnelles pour 100 g': '550 kcal / 100 g', 'matières grasses_Valeurs nutritionnelles pour 100 g': '33 g / 100 g', 'acides gras saturés_Valeurs nutritionnelles pour 100 g': '20 g / 100 g', 'glucides_Valeurs nutritionnelles pour 100 g': '57 g / 100 g', 'sucres_Valeurs nutritionnelles pour 100 g': '54 g / 100 g', 'protéines_Valeurs nutritionnelles pour 100 g': '5.3 g / 100 g', 'sel_Valeurs nutritionnelles pour 100 g': '0.33 g / 100 g'}",LINDT,
