Product_name,Regular_price,Currency,Grammage_quantity,Grammage_unit,Ingredients,Pdp_url,Storage_instructions,Country_of_origin,Nutritions,Image_url,Breadcrumbs
Hoogvliet Soepgroenten,1.25,Euro,400,gram,"Ingrediënten :prei, 30% wortel, 18% bloemkool, 7% SELDERIJ.",https://www.hoogvliet.com/product/hoogvliet-soepgroenten3,"Bewaarvoorschriften: 
Keep refrigerated (max. 7°C). After opening limited shelf life. ",,"{'Energie': '29 Kilocalorie', 'Totale vetten': '0.216 Gram', 'Vetzuren, totaal verzadigd': '0.03 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0.06 Gram', 'Vetzuren, meervoudig onverzadigd': '0.108 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '3.965 Gram', 'Suikers, totaal': '2.852 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '1.113 Gram', 'Voedingsvezels': '2.862 Gram', 'Eiwitten': '1.267 Gram', 'natrium': '0.02 Gram', 'Zout': '0.049 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/718525000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Groentemixen', 'Soepgroenten']"
Hoogvliet Snackwortels,1.95,Euro,350,gram,Ingrediënten :Wortel.,https://www.hoogvliet.com/product/hoogvliet-snackwortels,"Bewaarvoorschriften: 
Gekoeld bewaren (max 7C).
Na openen beperkt houdbaar. ",,"{'Energie': '33 Kilocalorie', 'Totale vetten': '0.3 Gram', 'Vetzuren, totaal verzadigd': '0.06 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0.04 Gram', 'Vetzuren, meervoudig onverzadigd': '0.2 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '5.3 Gram', 'Suikers, totaal': '3.9 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '1.4 Gram', 'Voedingsvezels': '2.9 Gram', 'Eiwitten': '0.7 Gram', 'natrium': '0.029 Gram', 'Zout': '0.073 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/671598000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Wortelen, knolgroenten', 'Snackwortels']"
Hoogvliet Spinazie,1.65,Euro,200,gram,Ingrediënten :Spinazie. Dit product kan sporen van SELDERIJ bevatten.,https://www.hoogvliet.com/product/hoogvliet-spinazie,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 7°C). Na openen beperkt houdbaar ",NIET INGEVULD,"{'Energie': '26 Kilocalorie', 'Totale vetten': '0.6 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0 Gram', 'Vetzuren, meervoudig onverzadigd': '0.5 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '0.9 Gram', 'Suikers, totaal': '0 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '0.9 Gram', 'Voedingsvezels': '2 Gram', 'Eiwitten': '3.2 Gram', 'natrium': '0.013 Gram', 'Zout': '0.033 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/713845000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Spinazie, witlof, andijvie', 'Spinazie']"
Hoogvliet Champignons middel,1.69,Euro,400,gram,Ingrediënten :Champignons.,https://www.hoogvliet.com/product/hoogvliet-champignons-middel,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 7°C). ",Nederland,"{'Energie': '18 Kilocalorie', 'Totale vetten': '0.5 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0 Gram', 'Vetzuren, meervoudig onverzadigd': '0.3 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '0.4 Gram', 'Suikers, totaal': '0.4 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '0 Gram', 'Voedingsvezels': '1.5 Gram', 'Eiwitten': '2.3 Gram', 'natrium': '0.005 Gram', 'Zout': '0.013 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/047977000.jpg,"['Home', 'Alles voor de barbecue', 'Groente, fruit en aardappel', 'Groente en fruit', 'Champignons middel']"
Bio+ Biologische winterpeen,1.65,Euro,1,kilo,Klasse 1 ---- land van herkomst: Nederland,https://www.hoogvliet.com/product/bio-biologische-winterpeen,"Bewaarvoorschriften: 
Koel en droog bewaren. ",Nederland,"{'Energie': '35 Kilocalorie', 'Totale vetten': '0.3 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0 Gram', 'Vetzuren, meervoudig onverzadigd': '0.1 Gram', 'Transvetzuren': '0.2 Gram', 'Koolhydraten': '5.7 Gram', 'Suikers, totaal': '3.1 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '2.6 Gram', 'Voedingsvezels': '3.3 Gram', 'Eiwitten': '0.6 Gram', 'natrium': '0.036 Gram', 'Zout': '0.09 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/212903000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Wortelen, knolgroenten', 'Biologische winterpeen']"
Hoogvliet Trostomaten,2.49,Euro,500,gram,Klasse 1 ---- land van herkomst: Nederland,https://www.hoogvliet.com/product/hoogvliet-trostomaten-verpakt1,,Nederland,"{'Energie': '21 Kilocalorie', 'Totale vetten': '0.5 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0.1 Gram', 'Vetzuren, meervoudig onverzadigd': '0.3 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '3 Gram', 'Suikers, totaal': '2.8 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '0 Gram', 'Voedingsvezels': '1.2 Gram', 'Eiwitten': '0.7 Gram', 'natrium': '0.001 Gram', 'Zout': '0.003 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/060936000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Tomaat, paprika', 'Trostomaten']"
Krieltjes,1.09,Euro,500,gram,Ingrediënten :Aardappel.,https://www.hoogvliet.com/product/krieltjes1,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 7 °C), na openen maximaal 24 uur bewaren in gesloten verpakking. verpakt onder beschermende atmosfeer",,"{'Energie': '79 Kilocalorie', 'Totale vetten': '0 Gram', 'Vetzuren, totaal verzadigd': '0 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0 Gram', 'Vetzuren, meervoudig onverzadigd': '0 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '16.8 Gram', 'Suikers, totaal': '0.4 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '16.4 Gram', 'Voedingsvezels': '2.2 Gram', 'Eiwitten': '1.8 Gram', 'natrium': '0.02 Gram', 'Zout': '0.05 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/713458000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Aardappelen', 'Partjes, krieltjes, schijfjes', 'Krieltjes']"
Granny smith appels op schaal,2.95,Euro,4,stuk,Klasse 1 .... Land van herkomst: Italie,https://www.hoogvliet.com/product/granny-smith-appels-op-schaal,"Bewaarvoorschriften: 
Koel en droog bewaren. ",Italie,"{'Energie': '57 Kilocalorie', 'Totale vetten': '0.2 Gram', 'Vetzuren, totaal verzadigd': '0 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0 Gram', 'Vetzuren, meervoudig onverzadigd': '0.1 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '12 Gram', 'Suikers, totaal': '10.4 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '1.6 Gram', 'Voedingsvezels': '2 Gram', 'Eiwitten': '0.3 Gram', 'natrium': '0.001 Gram', 'Zout': '0.003 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/726943000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Fruit', 'Appels, peren', 'Granny smith appels op schaal']"
Hoogvliet Radijs,1.05,Euro,1,stuk,Klasse 1 ---- land van herkomst: Nederland,https://www.hoogvliet.com/product/hoogvliet-radijs1,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 4°C). Na openen beperkt houdbaar. ",Nederland,"{'Energie': '22 Kilocalorie', 'Vetten': '0 Gram', 'Vetzuren, totaal verzadigd': '0 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0 Gram', 'Vetzuren, meervoudig onverzadigd': '0 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '4 Gram', 'Suikers': '3 Gram', 'Voedingsvezels': '0.9 Gram', 'Zetmeel': '0 Gram', 'Polyolen': '0 Gram', 'sugar, added': '0 Gram', 'Natrium': '0.025 Gram', 'Eiwitten': '1 Gram', 'Zout': '0.063 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/211214000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Wortelen, knolgroenten', 'Radijs']"
Hoogvliet Slaschotel caesar,,Euro,285,gram,"Ingrediënten :39% romainesla, 18% caesardressing (water, raapzaadolie, azijn, vrije UITLOOPKIPPENEI-EIGEEL, suiker, natuurlijke aroma's (MELK), zout, gemodificeerd maïszetmeel, MOSTERD (water, MOSTERDZAAD, azijn, zout, specerijen, suiker, kruiden), ansjovispuree (ansjovis (VIS), olijfolie, water, azijn, zout), citroensapconcentraat (citroensapconcentraat, water, natuurlijk citroenaroma en andere natuurlijke aroma's), stabilisator: E415, kruiden (rozemarijn, tijm), peper, knoflook), 14% gekookt SCHARRELKIPPENEI (SCHARRELKIPPENEI, zout, voedingszuur: E330, azijn), 13% komkommer, 11% regatokaas (MELK, zout, zuursel, microbieel stremsel), 5% croutons (TARWEBLOEM, olijfolie, zout, gist, GERSTEMOUT, TARWEMOUT). Kan PINDA, AMANDELEN, HAZELNOTEN, WALNOTEN, CASHEWNOTEN, PECANNOTEN, PARANOTEN, PISTACHENOTEN en MACADAMIANOTEN bevatten.",https://www.hoogvliet.com/product/hoogvliet-slaschotel-caesar3,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 7°C). Na openen beperkt houdbaar Verpakt onder beschermende atmosfeer.",NIET INGEVULD,"{'Energie': '138 Kilocalorie', 'Totale vetten': '10.03 Gram', 'Vetzuren, totaal verzadigd': '2.605 Gram', 'Vetzuren, enkelvoudig onverzadigd': '5.139 Gram', 'Vetzuren, meervoudig onverzadigd': '2.051 Gram', 'Transvetzuren': '0.112 Gram', 'Koolhydraten': '5.114 Gram', 'Suikers, totaal': '1.393 Gram', 'suiker, toegevoegd': '0.386 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '3.614 Gram', 'Voedingsvezels': '1.1 Gram', 'Eiwitten': '6.222 Gram', 'natrium': '0.296 Gram', 'Zout': '0.74 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/709891000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Sla, rauwkost, kiemgroenten', 'Slaschotel caesar']"
Hoogvliet Rucola melange,1.35,Euro,75,gram,"Ingrediënten :34% Rucola, 34% bietenblad, 33% lollo rosso. Dit product kan sporen van SELDERIJ bevatten.",https://www.hoogvliet.com/product/hoogvliet-rucola-melange5,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 7°C). Na openen beperkt houdbaar Verpakt onder beschermende atmosfeer.",,"{'Energie': '85 Kilojoule', 'Totale vetten': '0.3 Gram', 'Vetzuren, totaal verzadigd': '0.0 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0.0 Gram', 'Vetzuren, meervoudig onverzadigd': '0.2 Gram', 'Koolhydraten': '1.2 Gram', 'Suikers, totaal': '0.3 Gram', 'Voedingsvezels': '1.235 Gram', 'Eiwitten': '2.071 Gram', 'Zout': '0.07 Gram', 'Zetmeel': '1.231 Gram', 'natrium': '0.028 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/061283000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Sla, rauwkost, kiemgroenten', 'Rucola melange']"
Blauwe bessen,2.95,Euro,150,gram,Klasse 1 .... Land van herkomst: Nederland,https://www.hoogvliet.com/product/blauwe-bessen,"Bewaarvoorschriften: 
Na aankoop gekoeld bewaren (max. 7°C). ",Nederland,"{'Energie': '52 Kilocalorie', 'Totale vetten': '0 Gram', 'Vetzuren, totaal verzadigd': '0 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0 Gram', 'Vetzuren, meervoudig onverzadigd': '0 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '11 Gram', 'Suikers, totaal': '10 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '1 Gram', 'Voedingsvezels': '2.4 Gram', 'Eiwitten': '0.7 Gram', 'natrium': '0.001 Gram', 'Zout': '0.003 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/725287000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Fruit', 'Rood fruit, druiven', 'Blauwe bessen']"
Hoogvliet Andijvie fijn,1.39,Euro,250,gram,Ingrediënten :Andijvie Dit product kan sporen van SELDERIJ bevatten,https://www.hoogvliet.com/product/hoogvliet-andijvie-fijn,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 7°C). Na openen beperkt houdbaar Verpakt onder beschermende atmosfeer.",,"{'Energie': '16 Kilocalorie', 'Totale vetten': '0.3 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0 Gram', 'Vetzuren, meervoudig onverzadigd': '0.2 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '1 Gram', 'Suikers, totaal': '1 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '0 Gram', 'Voedingsvezels': '1.7 Gram', 'Eiwitten': '1.5 Gram', 'natrium': '0.029 Gram', 'Zout': '0.073 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/041212000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Spinazie, witlof, andijvie', 'Andijvie fijn']"
Healthyhand Ananasblokjes,2.30,Euro,150,gram,Ingrediënten: ananas.,https://www.hoogvliet.com/product/healthyhand-ananasblokjes,"Bewaarvoorschriften: 
Gekoeld bewaren bij max. 7°C. Na openen beperkt houdbaar. Ongeopend, te gebruiken tot en met: zie bovenzijde. ",,"{'Energie': '57 Kilocalorie', 'Totale vetten': '0.1 Gram', 'Vetzuren, totaal verzadigd': '0.0 Gram', 'Koolhydraten': '12 Gram', 'Suikers, totaal': '12 Gram', 'Voedingsvezels': '1.6 Gram', 'Eiwitten': '0.5 Gram', 'Zout': '0.00 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/725773000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Fruit', 'Fruitsalades', 'Ananasblokjes']"
Verse munt,0.99,Euro,40,gram,Ingrediënten :Munt.,https://www.hoogvliet.com/product/verse-munt1,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 7°C). ",NIET INGEVULD,"{'Energie': '48 Kilocalorie', 'Totale vetten': '0.7 Gram', 'Vetzuren, totaal verzadigd': '0.2 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0.1 Gram', 'Vetzuren, meervoudig onverzadigd': '0.4 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '5.1 Gram', 'Suikers, totaal': '5.1 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '0 Gram', 'Voedingsvezels': '3.5 Gram', 'Eiwitten': '3.8 Gram', 'natrium': '0.02 Gram', 'Zout': '0.05 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/715685000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Verse kruiden, smaakmakers', 'Verse munt']"
Verse platte peterselie,1.15,Euro,15,gram,Ingrediënten :Peterselie.,https://www.hoogvliet.com/product/verse-platte-peterselie,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 7°C). ",NIET INGEVULD,"{'Energie': '30 Kilocalorie', 'Totale vetten': '0 Gram', 'Vetzuren, totaal verzadigd': '0 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0 Gram', 'Vetzuren, meervoudig onverzadigd': '0 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '1 Gram', 'Suikers, totaal': '1 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '0 Gram', 'Voedingsvezels': '5 Gram', 'Eiwitten': '4 Gram', 'natrium': '0.04 Gram', 'Zout': '0.1 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/714676000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Verse kruiden, smaakmakers', 'Verse platte peterselie']"
Bio+ Biologische bieten,1.45,Euro,500,gram,Klasse 1.... Land van herkomst: Nederland,https://www.hoogvliet.com/product/bio-biologische-bieten,"Bewaarvoorschriften: 
Koel droog en donker bewaren. Na openen gekoeld bewaren (max. 7 °C) en beperkt houdbaar. ",Nederland,"{'Energie': '30 Kilocalorie', 'Totale vetten': '0.1 Gram', 'Vetzuren, totaal verzadigd': '0 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0 Gram', 'Vetzuren, meervoudig onverzadigd': '0 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '4.6 Gram', 'Suikers, totaal': '4.6 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '0 Gram', 'Voedingsvezels': '2.9 Gram', 'Eiwitten': '1.2 Gram', 'natrium': '0.062 Gram', 'Zout': '0.155 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/206466000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Wortelen, knolgroenten', 'Biologische bieten']"
Hoogvliet Andijvie grof,1.99,Euro,400,gram,Ingrediënten :Andijvie.,https://www.hoogvliet.com/product/hoogvliet-andijvie-grof1,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 7°C). Na openen beperkt houdbaar Verpakt onder beschermende atmosfeer.",,"{'Energie': '72 Kilojoule', 'Totale vetten': '0.4 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0.0 Gram', 'Vetzuren, meervoudig onverzadigd': '0.2 Gram', 'Koolhydraten': '1.2 Gram', 'Suikers, totaal': '1.2 Gram', 'Voedingsvezels': '1.7 Gram', 'Eiwitten': '1.5 Gram', 'Zout': '0.073 Gram', 'Zetmeel': '0 Gram', 'natrium': '0.029 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/009565000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Spinazie, witlof, andijvie', 'Andijvie grof']"
Hoogvliet Kastanjechampignons,1.59,Euro,250,gram,Ingrediënten :Kastanjechampignons.,https://www.hoogvliet.com/product/hoogvliet-kastanjechampignons1,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 7°C). ",Nederland,"{'Energie': '18 Kilocalorie', 'Totale vetten': '0.5 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0 Gram', 'Vetzuren, meervoudig onverzadigd': '0.3 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '0.4 Gram', 'Suikers, totaal': '0.4 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '0 Gram', 'Voedingsvezels': '1.5 Gram', 'Eiwitten': '2.3 Gram', 'natrium': '0.005 Gram', 'Zout': '0.013 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/671903000.jpg,"['Home', 'Alles voor de barbecue', 'Groente, fruit en aardappel', 'Groente en fruit', 'Kastanjechampignons']"
Hoogvliet Chinese wok,2.45,Euro,400,gram,"Ingrediënten :26% Witte kool, prei, 19% sperziebonen, 16% taugé, paprika.",https://www.hoogvliet.com/product/hoogvliet-chinese-wok1,"Bewaarvoorschriften: 
Keep refrigerated (max. 7°C). After opening limited shelf life. ",,"{'Energie': '27 Kilocalorie', 'Totale vetten': '0.115 Gram', 'Vetzuren, totaal verzadigd': '0.011 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0.028 Gram', 'Vetzuren, meervoudig onverzadigd': '0.076 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '3.393 Gram', 'Suikers, totaal': '2.941 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '0.452 Gram', 'Voedingsvezels': '2.574 Gram', 'Eiwitten': '1.782 Gram', 'natrium': '0.005 Gram', 'Zout': '0.013 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/041182000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Groentemixen', 'Chinese wok']"
Soepgroenten fijn,1.15,Euro,250,gram,"Ingrediënten :32% wortel, 27% prei, 21% bloemkool, 20% SELDERIJ",https://www.hoogvliet.com/product/soepgroenten-fijn,"Bewaarvoorschriften: 
Keep refrigerated (max. 7°C). After opening limited shelf life. ",,"{'Energie': '27 Kilocalorie', 'Totale vetten': '0.192 Gram', 'Vetzuren, totaal verzadigd': '0.032 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0.043 Gram', 'Vetzuren, meervoudig onverzadigd': '0.096 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '3.799 Gram', 'Suikers, totaal': '2.706 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '1.093 Gram', 'Voedingsvezels': '2.688 Gram', 'Eiwitten': '1.196 Gram', 'natrium': '0.03 Gram', 'Zout': '0.076 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/728629000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Groentemixen', 'Soepgroenten fijn']"
Hoogvliet Veldsla,1.29,Euro,85,gram,Ingrediënten :Veldsla. Dit product kan sporen van SELDERIJ bevatten.,https://www.hoogvliet.com/product/hoogvliet-veldsla4,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 7°C). Na openen beperkt houdbaar ",,"{'Energie': '18 Kilocalorie', 'Totale vetten': '0.2 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0.05 Gram', 'Vetzuren, meervoudig onverzadigd': '0.05 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '0.5 Gram', 'Suikers, totaal': '0.1 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '0.4 Gram', 'Voedingsvezels': '1.7 Gram', 'Eiwitten': '2.6 Gram', 'natrium': '0.005 Gram', 'Zout': '0.013 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/718522000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Sla, rauwkost, kiemgroenten', 'Veldsla']"
Hoogvliet Rode uien,1.39,Euro,1,kilo,Klasse 1 ---- Land van herkomst: Egypte,https://www.hoogvliet.com/product/hoogvliet-rode-uien,"Bewaarvoorschriften: 
Koel en droog bewaren. ",Egypte,"{'Energie': '38 Kilocalorie', 'Totale vetten': '0.2 Gram', 'Vetzuren, totaal verzadigd': '0.1 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0 Gram', 'Vetzuren, meervoudig onverzadigd': '0 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '6.3 Gram', 'Suikers, totaal': '4.5 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '0 Gram', 'Voedingsvezels': '2.7 Gram', 'Eiwitten': '1.3 Gram', 'natrium': '0.01 Gram', 'Zout': '0.025 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/028874000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Ui, knoflook, prei', 'Rode uien']"
Verse koriander,1.15,Euro,15,gram,Ingrediënten :Koriander.,https://www.hoogvliet.com/product/verse-koriander,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 7°C). ",NIET INGEVULD,"{'Energie': '38 Kilocalorie', 'Totale vetten': '0 Gram', 'Vetzuren, totaal verzadigd': '0 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0 Gram', 'Vetzuren, meervoudig onverzadigd': '0 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '1 Gram', 'Suikers, totaal': '0 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '0 Gram', 'Voedingsvezels': '9.1 Gram', 'Eiwitten': '4 Gram', 'natrium': '0.032 Gram', 'Zout': '0.08 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/714677000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Verse kruiden, smaakmakers', 'Verse koriander']"
Verse basilicum,1.15,Euro,15,gram,Ingrediënten :Basilicum.,https://www.hoogvliet.com/product/verse-basilicum,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 7°C). ",NIET INGEVULD,"{'Energie': '48 Kilocalorie', 'Totale vetten': '0.8 Gram', 'Vetzuren, totaal verzadigd': '0.2 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0 Gram', 'Vetzuren, meervoudig onverzadigd': '0.4 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '5.1 Gram', 'Suikers, totaal': '5.1 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '0 Gram', 'Voedingsvezels': '3.9 Gram', 'Eiwitten': '3.1 Gram', 'natrium': '0.009 Gram', 'Zout': '0.023 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/714681000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Verse kruiden, smaakmakers', 'Verse basilicum']"
Zespri Kiwi groen schaal 5 stuks,2.99,Euro,5,stuk,Klasse 1.... Land van herkomst: Nieuw-Zeeland,https://www.hoogvliet.com/product/zespri-kiwi-groen-schaal-5-stuks,,Nieuw-Zeeland,{},https://cdn.hoogvliet.com/Images/Product/XL/721688000.jpg,"['Home', 'Feestweken', 'Nagerechten', 'Fruit', 'Kiwi groen schaal 5 stuks']"
Hoogvliet Thaise wok,2.45,Euro,400,gram,"Ingrediënten :33% Witte kool, 24% prei, groene paprika, rode ui, 3% rode peper.",https://www.hoogvliet.com/product/hoogvliet-thaise-wok,"Bewaarvoorschriften: 
Gekoeld bewaren (max. 7°C). Na openen beperkt houdbaar Geproduceerd in Nederland",,"{'Energie': '28 Kilocalorie', 'Totale vetten': '0.115 Gram', 'Vetzuren, totaal verzadigd': '0.017 Gram', 'Vetzuren, enkelvoudig onverzadigd': '0.039 Gram', 'Vetzuren, meervoudig onverzadigd': '0.059 Gram', 'Transvetzuren': '0 Gram', 'Koolhydraten': '3.942 Gram', 'Suikers, totaal': '3.511 Gram', 'suiker, toegevoegd': '0 Gram', 'Polyolen, totaal': '0 Gram', 'Zetmeel': '0.431 Gram', 'Voedingsvezels': '2.737 Gram', 'Eiwitten': '1.486 Gram', 'natrium': '0.005 Gram', 'Zout': '0.013 Gram'}",https://cdn.hoogvliet.com/Images/Product/XL/061298000.jpg,"['Home', 'Aardappelen, groente, fruit', 'Groente', 'Groentemixen', 'Thaise wok']"
